last_name,first_name,davenport_id,mlb_id,retrosheet_id,lahman_id,bbref_id,bats,throws
Aardsma,David,AARDSMA19811227A,430911,aardd001,aardsda01,aardsda01,R,R
Aaron,Hank,AARON19340205A,110001,aaroh101,aaronha01,aaronha01,R,R
Aaron,Tommie,AARON19390805A,110002,aarot101,aaronto01,aaronto01,R,R
Aase,Don,AASE19540908A,110003,aased001,aasedo01,aasedo01,R,R
Abad,Andy,ABAD19720825A,407577,abada001,abadan01,abadan01,L,L
Abad,Fernando,ABAD19851217A,472551,abadf001,abadfe01,abadfe01,L,L
Abadie,John,ABADIE18541104A,110004,abadj101,abadijo01,abadijo01,R,R
Abbaticchio,Ed,ABBATICCH18770415A,110005,abbae101,abbated01,abbated01,R,R
Abbey,Bert,ABBEY18691129A,110006,abbeb101,abbeybe01,abbeybe01,R,R
Abbey,Charlie,ABBEY18661014A,110007,abbec101,abbeych01,abbeych01,L,L
Abbott,Dan,ABBOTT18620316A,110013,abbod101,abbotda01,abbotda01,R,R
Abbott,Fred,ABBOTT18741022A,110008,abbof101,abbotfr01,abbotfr01,R,R
Abbott,Glenn,ABBOTT19510216A,110016,abbog001,abbotgl01,abbotgl01,R,R
Abbott,Jim,ABBOTT19670919A,110009,abboj001,abbotji01,abbotji01,L,L
Abbott,Jeff,ABBOTT19720817A,110010,abboj002,abbotje01,abbotje01,R,L
Abbott,Kyle,ABBOTT19680000A,110012,abbok001,abbotky01,abbotky01,L,L
Abbott,Kurt,ABBOTT19690602A,110011,abbok002,abbotku01,abbotku01,R,R
Abbott,Ody,ABBOTT18880905A,110014,abboo101,abbotod01,abbotod01,L,R
Abbott,Paul,ABBOTT19670915A,110015,abbop001,abbotpa01,abbotpa01,R,R
Aber,Al,ABER19270731A,110017,abera101,aberal01,aberal01,L,L
Abernathy,Brent,ABERNATHY19770923A,150466,aberb001,abernbr01,abernbr01,R,R
Abernathie,Bill,ABERNATHI19290130A,110019,aberb101,abernbi01,abernbi01,R,R
Aberson,Cliff,ABERSON19210828A,110023,aberc101,aberscl01,aberscl01,R,R
Abercrombie,Francis,ABERCROMB18400506A,110018,aberd101,abercda01,abercda01,,
Abercrombie,Reggie,ABERCROMB19800715A,430631,aberr001,abercre01,abercre01,R,R
Abernathy,Ted,ABERNATHY19330306A,110021,abert101,abernte02,abernte02,R,R
Abernathy,Tal,ABERNATHY19211030A,110020,abert102,abernte01,abernte01,R,L
Abernathy,Woody,ABERNATHY19150201A,110022,aberw101,abernwo01,abernwo01,L,L
Ables,Harry,ABLES18841004A,110024,ableh101,ablesha01,ablesha01,R,L
Abner,Shawn,ABNER19660617A,110025,abnes001,abnersh01,abnersh01,R,R
Abrams,Cal,ABRAMS19240302A,110026,abrac101,abramca01,abramca01,L,L
Abrams,George,ABRAMS18991109A,110027,abrag101,abramge01,abramge01,R,R
Abreu,Bobby,ABREU19740311A,110029,abreb001,abreubo01,abreubo01,L,R
Abrego,Johnny,ABREGO19620704A,110028,abrej001,abregjo01,abregjo01,R,R
Abreu,Juan,ABREU19850408A,444874,abrej002,abreuju01,abreuju01,R,R
Abreu,Jose,ABREU19870129A,547989,abrej003,abreujo02,abreujo02,R,R
Abreu,Joe,ABREU19130524A,110030,abrej101,abreujo01,abreujo01,R,R
Abreu,Tony,ABREU19841113A,473234,abret001,abreuto01,abreuto01,B,R
Abreu,Winston,ABREU19770405A,275700,abrew001,abreuwi01,abreuwi01,R,R
Abstein,Bill,ABSTEIN18830202A,110031,abstb101,abstebi01,abstebi01,R,R
Accardo,Jeremy,ACCARDO19811208A,435618,accaj001,accarje01,accarje01,R,R
Aceves,Alfredo,ACEVES19821208A,469686,aceva001,aceveal01,aceveal01,R,R
Acevedo,Juan,ACEVEDO19700505A,110032,acevj001,aceveju01,aceveju01,R,R
Acevedo,Jose,ACEVEDO19771218A,406895,acevj002,acevejo01,acevejo01,R,R
Achter,A.J.,ACHTER19880827A,592091,achta001,achteaj01,achteaj01,R,R
Acker,Jim,ACKER19580924A,110033,ackej001,ackerji01,ackerji01,R,R
Acker,Tom,ACKER19300307A,110034,acket101,ackerto01,ackerto01,R,R
Ackley,Dustin,ACKLEY19880226A,554429,ackld001,ackledu01,ackledu01,L,R
Ackley,Fritz,ACKLEY19370410A,110035,acklf101,acklefr01,acklefr01,L,R
Acosta,Cy,ACOSTA19461122A,110037,acosc101,acostcy01,acostcy01,R,R
Acosta,Ed,ACOSTA19440309A,110038,acose101,acosted01,acosted01,B,R
Acosta,Jose,ACOSTA18910304A,110039,acosj101,acostjo01,acostjo01,R,R
Acosta,Manny,ACOSTA19810501A,407924,acosm001,acostma01,acostma01,R,R
Acosta,Merito,ACOSTA18960519A,110036,acosm101,acostme01,acostme01,L,L
Acre,Mark,ACRE19690000A,110040,acrem001,acrema01,acrema01,R,R
Acta,Manny,ACTA19690111B,427000,actam801,actama99,actama99,R,R
Adair,Jerry,ADAIR19361217A,110042,adaij101,adairje01,adairje01,R,R
Adair,Jimmy,ADAIR19070125A,110041,adaij102,adairji01,adairji01,R,R
Adams,Austin,ADAMS19860819A,542866,adama001,adamsau01,adamsau01,R,R
Adams,Ace,ADAMS19100302A,110043,adama101,adamsac01,adamsac01,R,R
Adams,Buster,ADAMS19150624A,110048,adamb101,adamsbu01,adamsbu01,R,R
Adams,Bob,ADAMS19070120A,110061,adamb102,adamsbo02,adamsbo02,R,R
Adams,Bobby,ADAMS19211214A,110063,adamb103,adamsbo03,adamsbo03,R,R
Adams,Babe,ADAMS18820518A,110044,adamb104,adamsba01,adamsba01,L,R
Adams,Bob,ADAMS19520106A,110064,adamb105,adamsbo04,adamsbo04,R,R
Adams,Bert,ADAMS18910621A,110055,adamb106,adamsbe01,adamsbe01,B,R
Adams,Bob,ADAMS19010724A,110062,adamb107,adamsbo01,adamsbo01,R,R
Adames,Cristhian,ADAMES19910726A,542436,adamc001,adamecr01,adamecr01,B,R
Adams,David,ADAMS19870515A,458691,adamd001,adamsda02,adamsda02,R,R
Adams,Doug,ADAMS19430127A,110051,adamd101,adamsdo01,adamsdo01,L,R
Adams,Dick,ADAMS19200408A,110059,adamd102,adamsdi01,adamsdi01,R,L
Adams,Dan,ADAMS18870619A,110046,adamd103,adamsda01,adamsda01,R,R
Adams,Glenn,ADAMS19471004A,110050,adamg101,adamsgl01,adamsgl01,L,R
Adams,George,ADAMS00000000B,110049,adamg102,adamsge01,adamsge01,R,R
Adams,Herb,ADAMS19280414A,110052,adamh101,adamshe01,adamshe01,L,L
Adamson,Joel,ADAMSON19710702A,110069,adamj001,adamsjo02,adamsjo02,L,L
Adams,Jim,ADAMS18680000A,110054,adamj101,adamsji01,adamsji01,,R
Adams,Joe,ADAMS18771028A,110056,adamj102,adamsjo01,adamsjo01,R,L
Adams,Karl,ADAMS18910811A,110057,adamk101,adamska01,adamska01,R,R
Adams,Lane,ADAMS19891113A,572669,adaml001,adamsla01,adamsla01,R,R
Adams,Mike,ADAMS19780729A,430606,adamm001,adamsmi03,adamsmi03,R,R
Adams,Matt,ADAMS19880831A,571431,adamm002,adamsma01,adamsma01,L,R
Adamson,Mike,ADAMSON19470913A,110070,adamm101,adamsmi01,adamsmi01,R,R
Adams,Mike,ADAMS19480724A,110065,adamm102,adamsmi02,adamsmi02,R,R
Adams,Ricky,ADAMS19590121A,110060,adamr001,adamsri02,adamsri02,R,R
Adams,Russ,ADAMS19800830A,425859,adamr002,adamsru01,adamsru01,L,R
Adams,Ryan,ADAMS19870421A,502031,adamr003,adamsry01,adamsry01,R,R
Adams,Red,ADAMS19211007A,110045,adamr101,adamsre01,adamsre01,R,R
Adams,Rick,ADAMS18781223A,110058,adamr102,adamsri01,adamsri01,L,L
Adams,Sparky,ADAMS18940826A,110047,adams101,adamssp01,adamssp01,R,R
Adams,Spencer,ADAMS18980621A,110066,adams102,adamssp02,adamssp02,L,R
Adams,Terry,ADAMS19730306A,110067,adamt001,adamste01,adamste01,R,R
Adams,Willie,ADAMS19721008A,110068,adamw001,adamswi02,adamswi02,R,R
Adams,Willie,ADAMS18900927A,110053,adamw101,adamswi01,adamswi01,R,R
Adcock,Joe,ADCOCK19271030A,110071,adcoj101,adcocjo01,adcocjo01,R,R
Adcock,Nathan,ADCOCK19880225A,502264,adcon001,adcocna01,adcocna01,R,R
Addis,Bob,ADDIS19251106A,110072,addib101,addisbo01,addisbo01,L,R
Adduci,Jim,ADDUCI19590809A,110073,adduj001,adducji01,adducji01,L,L
Adduci,Jim,ADDUCI19850515A,451192,adduj002,adducji02,adducji02,L,L
Addy,Bob,ADDY18450000A,110074,addyb101,addybo01,addybo01,L,L
Adenhart,Nick,ADENHART19860824A,444440,adenn001,adenhni01,adenhni01,R,R
Aderholt,Morrie,ADERHOLT19150913A,110075,aderm101,aderhmo01,aderhmo01,L,R
Adkins,Dick,ADKINS19200303A,110079,adkid101,adkindi01,adkindi01,R,R
Adkins,Doc,ADKINS18720805A,110078,adkid102,adkindo01,adkindo01,R,R
Adkins,Dewey,ADKINS19180511A,110077,adkid103,adkinde01,adkinde01,R,R
Adkins,Grady,ADKINS18970629A,110076,adkig101,adkingr01,adkingr01,R,R
Adkinson,Henry,ADKINSON18740901A,110081,adkih101,adkinhe01,adkinhe01,,
Adkins,Jon,ADKINS19770830A,424668,adkij001,adkinjo01,adkinjo01,L,R
Adkins,Steve,ADKINS19650000A,110080,adkis001,adkinst01,adkinst01,R,L
Adlesh,Dave,ADLESH19430715A,110082,adled101,adlesda01,adlesda01,R,R
Adrianza,Ehire,ADRIANZA19890821A,501303,adrie001,adriaeh01,adriaeh01,B,R
Afenir,Troy,AFENIR19630921A,110083,afent001,afenitr01,afenitr01,R,R
Affeldt,Jeremy,AFFELDT19790606A,346793,affej001,affelje01,affelje01,L,L
Agbayani,Benny,AGBAYANI19711228A,133742,agbab001,agbaybe01,agbaybe01,R,R
Agee,Tommie,AGEE19420809A,110084,ageet101,ageeto01,ageeto01,R,R
Agganis,Harry,AGGANIS19290420A,110085,aggah101,agganha01,agganha01,L,L
Agler,Joe,AGLER18870612A,110086,aglej101,aglerjo01,aglerjo01,L,L
Agnew,Sam,AGNEW18870412A,110087,agnes101,agnewsa01,agnewsa01,R,R
Agosto,Juan,AGOSTO19580000A,110088,agosj001,agostju01,agostju01,L,L
Aguayo,Luis,AGUAYO19590313A,110089,agual001,aguaylu01,aguaylu01,R,R
Aguila,Chris,AGUILA19790223A,430894,aguic001,aguilch01,aguilch01,R,R
Aguirre,Hank,AGUIRRE19310131A,110091,aguih101,aguirha01,aguirha01,R,L
Aguilar,Jesus,AGUILAR19900630A,542583,aguij001,aguilje01,aguilje01,R,R
Aguilera,Rick,AGUILERA19611231A,110090,aguir001,aguilri01,aguilri01,R,R
Ahearn,Charlie,AHEARN18550000A,110092,aheac101,ahearch01,ahearch01,,
Ahearne,Pat,AHEARNE19691210A,110093,aheap001,ahearpa01,ahearpa01,R,R
Ahmed,Nick,AHMED19900315A,605113,ahmen001,ahmedni01,ahmedni01,R,R
Aikens,Willie,AIKENS19541014A,110094,aikew001,aikenwi01,aikenwi01,L,R
Ainge,Danny,AINGE19590317A,110095,aingd101,aingeda01,aingeda01,R,R
Ainsmith,Eddie,AINSMITH18920204A,110096,ainse101,ainsmed01,ainsmed01,R,R
Ainsworth,Kurt,AINSWORTH19780909A,215128,ainsk001,ainswku01,ainswku01,R,R
Aitchison,Raleigh,AITCHISON18871205A,110097,aitcr101,aitchra01,aitchra01,R,L
Aiton,George,AITON18901229A,110098,aitog101,aitonge01,aitonge01,B,R
Ake,John,AKE18610829A,110099,ake-j101,akejo01,akejo01,R,R
Akers,Bill,AKERS19041225A,110103,akerb101,akersbi01,akersbi01,R,R
Akerfelds,Darrel,AKERFELDS19620000A,110101,akerd001,akerfda01,akerfda01,R,R
Akers,Jerry,AKERS18871101A,110102,akerj101,akersje01,akersje01,R,R
Aker,Jack,AKER19400713A,110100,akerj102,akerja01,akerja01,R,R
Alba,Gibson,ALBA19600118A,110104,albag001,albagi01,albagi01,L,L
Albaladejo,Jonathan,ALBALADEJ19821030A,452293,albaj001,albaljo01,albaljo01,R,R
Albanese,Joe,ALBANESE19330626A,110105,albaj101,albanjo01,albanjo01,R,R
Albers,Andrew,ALBERS19851006A,452027,albea001,alberan01,alberan01,R,L
Alberts,Butch,ALBERTS19500504A,110108,albeb101,alberbu01,alberbu01,R,R
Alberts,Cy,ALBERTS18820114A,110109,albec101,albercy01,albercy01,R,R
Alberts,Gus,ALBERTS18610000A,110107,albeg101,albergu01,albergu01,R,R
Alberro,Jose,ALBERRO19690629A,110106,albej001,alberjo01,alberjo01,R,R
Albers,Matt,ALBERS19830120A,458006,albem001,alberma01,alberma01,L,R
Albosta,Ed,ALBOSTA19181027A,110110,alboe101,albosed01,albosed01,R,R
Albrecht,Ed,ALBRECHT19290228A,110111,albre101,albreed01,albreed01,R,R
Albright,Jack,ALBRIGHT19210630A,110112,albrj101,albrija01,albrija01,R,R
Alburquerque,Al,ALBURQUER19860610A,456379,albua001,albural01,albural01,R,R
Albury,Vic,ALBURY19470512A,110113,albuv101,alburvi01,alburvi01,L,L
Alcantara,Arismendy,ALCANTARA19911029A,570489,alcaa001,alcanar01,alcanar01,B,R
Alcantara,Israel,ALCANTARA19710506A,150161,alcai001,alcanis01,alcanis01,R,R
Alcaraz,Luis,ALCARAZ19410620A,110115,alcal101,alcarlu01,alcarlu01,R,R
Alcala,Santo,ALCALA19521223A,110114,alcas101,alcalsa01,alcalsa01,R,R
Alcock,Scotty,ALCOCK18851129A,110116,alcos101,alcocsc01,alcocsc01,R,R
Alderson,Dale,ALDERSON19180309A,110117,alded101,alderda01,alderda01,R,R
Aldridge,Cory,ALDRIDGE19790613A,400139,aldrc001,aldrico01,aldrico01,L,R
Aldrich,Jay,ALDRICH19610414A,110120,aldrj001,aldrija01,aldrija01,R,R
Aldrete,Mike,ALDRETE19610129A,110119,aldrm001,aldremi01,aldremi01,L,L
Aldred,Scott,ALDRED19680612A,110118,aldrs001,aldresc01,aldresc01,L,L
Aldridge,Vic,ALDRIDGE18931025A,110121,aldrv101,aldrivi01,aldrivi01,R,R
Aleno,Chuck,ALENO19170219A,110122,alenc101,alenoch01,alenoch01,R,R
Alexander,Bob,ALEXANDER19220807A,110131,alexb101,alexabo01,alexabo01,R,R
Alexander,Doyle,ALEXANDER19500904A,110124,alexd001,alexado01,alexado01,R,R
Alexander,Dale,ALEXANDER19030426A,110123,alexd101,alexada01,alexada01,R,R
Alexander,Gerald,ALEXANDER19680326A,110126,alexg001,alexage01,alexage01,R,R
Alexander,Gary,ALEXANDER19530327A,110125,alexg101,alexaga01,alexaga01,R,R
Alexander,Pete,ALEXANDER18870226A,110127,alexg102,alexape01,alexape01,R,R
Alexander,Hugh,ALEXANDER19170710A,110128,alexh101,alexahu01,alexahu01,R,R
Alexander,Manny,ALEXANDER19710320A,110129,alexm001,alexama02,alexama02,R,R
Alexander,Matt,ALEXANDER19470130A,110130,alexm101,alexama01,alexama01,B,R
Alexander,Nin,ALEXANDER18581124A,110133,alexn101,alexani01,alexani01,R,R
Alexander,Walt,ALEXANDER18910305A,110132,alexw101,alexawa01,alexawa01,R,R
Alfaro,Jason,ALFARO19771129A,430898,alfaj001,alfarja01,alfarja01,R,R
Alfonseca,Antonio,ALFONSECA19720416A,110134,alfoa001,alfonan01,alfonan01,R,R
Alfonzo,Edgardo,ALFONZO19731108A,110135,alfoe001,alfoned01,alfoned01,R,R
Alfonzo,Eliezer,ALFONZO19790207A,425769,alfoe002,alfonel01,alfonel01,R,R
Alicea,Luis,ALICEA19650729A,110136,alicl001,alicelu01,alicelu01,B,R
Allanson,Andy,ALLANSON19611222A,110137,allaa001,allanan01,allanan01,R,R
Allard,Brian,ALLARD19580103A,110138,allab101,allarbr01,allarbr01,R,R
Allen,Brandon,ALLEN19860212A,450315,alleb001,allenbr01,allenbr01,L,R
Allen,Bob,ALLEN19371023A,110161,alleb101,allenbo04,allenbo04,L,L
Allen,Bob,ALLEN19140702A,110159,alleb102,allenbo03,allenbo03,R,R
Allen,Bob,ALLEN18670710A,110160,alleb103,allenbo01,allenbo01,R,R
Allen,Bob,ALLEN18941013A,110158,alleb104,allenbo02,allenbo02,R,R
Allen,Bernie,ALLEN19390416A,110140,alleb105,allenbe01,allenbe01,L,R
Allen,Chad,ALLEN19750206A,150210,allec001,allench01,allench01,R,R
Allen,Cody,ALLEN19881122A,592102,allec002,allenco01,allenco01,R,R
Allen,Dusty,ALLEN19720809A,284569,alled001,allendu01,allendu01,R,R
Allen,Dick,ALLEN19420308A,110157,alled101,allendi01,allendi01,R,R
Allen,Ethan,ALLEN19040101A,110142,allee101,allenet01,allenet01,R,R
Allen,Frank,ALLEN18880826A,110144,allef101,allenfr01,allenfr01,R,L
Allenson,Gary,ALLENSON19550204A,110164,alleg001,allenga01,allenga01,R,R
Alley,Gene,ALLEY19400710A,110166,alleg101,alleyge01,alleyge01,R,R
Allen,Horace,ALLEN18990611A,110148,alleh101,allenho01,allenho01,L,R
Allen,Ham,ALLEN18550000A,110147,alleh102,allenha01,allenha01,,
Allen,Hezekiah,ALLEN18630225A,110146,alleh103,allenhe01,allenhe01,,
Allen,Hank,ALLEN19400723A,110145,alleh104,allenha02,allenha02,R,R
Allensworth,Jermaine,ALLENSWOR19720111A,110165,allej001,allenje01,allenje01,R,R
Allen,Jamie,ALLEN19580529A,110149,allej101,allenja02,allenja02,R,R
Allen,Johnny,ALLEN19040930A,110152,allej102,allenjo02,allenjo02,R,R
Allen,Jack,ALLEN18551002A,110141,allej103,allenja01,allenja01,R,R
Allen,John,ALLEN18901027A,110151,allej104,allenjo01,allenjo01,R,R
Allen,Kim,ALLEN19530405A,110153,allek101,allenki01,allenki01,R,R
Allen,Luke,ALLEN19780804A,282598,allel001,allenlu01,allenlu01,L,R
Allen,Lloyd,ALLEN19500508A,110154,allel101,allenll01,allenll01,R,R
Allen,Myron,ALLEN18540322A,110155,allem101,allenmy01,allenmy01,R,R
Allen,Neil,ALLEN19580124A,110156,allen001,allenne01,allenne01,R,R
Allen,Nick,ALLEN18880914A,110139,allen101,allenni01,allenni01,R,R
Allen,Pete,ALLEN18680501A,110150,allep101,allenpe01,allenpe01,R,R
Allen,Rod,ALLEN19591005A,110162,aller001,allenro02,allenro02,R,R
Allen,Ron,ALLEN19431223A,110163,aller101,allenro01,allenro01,B,R
Allen,Sled,ALLEN18860823A,110143,alles101,allensl01,allensl01,R,R
Allison,Art,ALLISON18490129A,110170,allia101,allisar01,allisar01,,
Allison,Andy,ALLISON18480000A,110169,allia102,allisan01,allisan01,,
Allietta,Bob,ALLIETTA19520501A,110168,allib101,alliebo01,alliebo01,R,R
Allison,Bill,ALLISON18480918A,110175,allib102,allisbi01,allisbi01,,
Allison,Bob,ALLISON19340711A,110176,allib103,allisbo01,allisbo01,R,R
Allison,Dana,ALLISON19670000A,110171,allid001,allisda01,allisda01,R,L
Allison,Doug,ALLISON18460712A,110172,allid101,allisdo01,allisdo01,R,R
Allie,Gair,ALLIE19311028A,110167,allig101,alliega01,alliega01,R,R
Allison,Milo,ALLISON18901016A,110174,allim101,allismi01,allismi01,L,R
Allison,Mack,ALLISON18870123A,110173,allim102,allisma01,allisma01,R,R
Allred,Beau,ALLRED19650604A,110177,allrb001,allrebe01,allrebe01,L,L
Almanza,Armando,ALMANZA19721026A,150355,almaa001,almanar01,almanar01,L,L
Almanzar,Carlos,ALMANZAR19731106A,110179,almac001,almanca01,almanca01,R,R
Almada,Mel,ALMADA19130207A,110178,almam101,almadme01,almadme01,L,L
Almeida,Rafael,ALMEIDA18870730A,110180,almer101,almeira01,almeira01,R,R
Almonte,Abraham,ALMONTE19890627A,501659,almoa001,almonab01,almonab01,B,R
Almon,Bill,ALMON19521121A,110181,almob001,almonbi01,almonbi01,R,R
Almonte,Erick,ALMONTE19780201A,400095,almoe001,almoner01,almoner01,R,R
Almonte,Edwin,ALMONTE19761217A,407824,almoe002,almoned01,almoned01,R,R
Almonte,Hector,ALMONTE19751017A,150356,almoh001,almonhe01,almonhe01,R,R
Almonte,Zoilo,ALMONTE19890610A,501660,almoz001,almonzo01,almonzo01,B,R
Aloma,Luis,ALOMA19230723A,110182,aloml101,alomalu01,alomalu01,R,R
Alomar,Roberto,ALOMAR19680205A,110183,alomr001,alomaro01,alomaro01,B,R
Alomar,Sandy,ALOMAR19660618A,110184,aloms001,alomasa02,alomasa02,R,R
Alomar,Sandy,ALOMAR19431019A,110185,aloms101,alomasa01,alomasa01,B,R
Alonso,Yonder,ALONSO19870408A,475174,alony001,alonsyo01,alonsyo01,L,R
Alou,Felipe,ALOU19350512A,110186,alouf101,aloufe01,aloufe01,R,R
Alou,Jesus,ALOU19420324A,110187,alouj101,alouje01,alouje01,R,R
Alou,Moises,ALOU19660703A,110189,aloum001,aloumo01,aloumo01,R,R
Alou,Matty,ALOU19381222A,110188,aloum101,alouma01,alouma01,L,L
Alperman,Whitey,ALPERMAN18791111A,110190,alpew101,alperwh01,alperwh01,R,R
Alston,Dell,ALSTON19520922A,110194,alstd101,alstode01,alstode01,L,R
Alston,Garvin,ALSTON19711208A,110191,alstg001,alstoga01,alstoga01,R,R
Alston,Tom,ALSTON19260131A,110192,alstt101,alstoto01,alstoto01,L,R
Alston,Walter,ALSTON19111201A,110193,alstw101,alstowa01,alstowa01,R,R
Altamirano,Porfi,ALTAMIRAN19520517A,110195,altap001,altampo01,altampo01,R,R
Alten,Ernie,ALTEN18941201A,110196,altee101,altener01,altener01,R,L
Altenburg,Jesse,ALTENBURG18930102A,110197,altej101,altenje01,altenje01,L,R
Altherr,Aaron,ALTHERR19910114A,571437,altha001,altheaa01,altheaa01,R,R
Altizer,Dave,ALTIZER18761106A,110198,altid101,altizda01,altizda01,L,R
Altman,George,ALTMAN19330320A,110199,altmg101,altmage01,altmage01,L,R
Altobelli,Joe,ALTOBELLI19320526A,110200,altoj101,altobjo01,altobjo01,L,L
Altrock,Nick,ALTROCK18760915A,110201,altrn101,altroni01,altroni01,B,L
Altuve,Jose,ALTUVE19900506A,514888,altuj001,altuvjo01,altuvjo01,R,R
Alusik,George,ALUSIK19350211A,110202,alusg101,alusige01,alusige01,R,R
Alvarez,Abe,ALVAREZ19821017A,433877,alvaa001,alvarab01,alvarab01,L,L
Alvarez,Clemente,ALVAREZ19680518A,345593,alvac001,alvarcl01,alvarcl01,R,R
Alvarez,Dario,ALVAREZ19890117A,516714,alvad001,alvarda01,alvarda01,L,L
Alvarez,Gabe,ALVAREZ19740306A,134080,alvag001,alvarga01,alvarga01,R,R
Alvarez,Henderson,ALVAREZ19900418A,506693,alvah001,alvarhe01,alvarhe01,R,R
Alvarez,Jose,ALVAREZ19560412A,110206,alvaj001,alvarjo01,alvarjo01,R,R
Alvarez,Juan,ALVAREZ19730809A,235094,alvaj002,alvarju01,alvarju01,L,L
Alvarez,Jose,ALVAREZ19890506A,501625,alvaj003,alvarjo02,alvarjo02,L,L
Alvarado,Luis,ALVARADO19490115A,110203,alval101,alvarlu01,alvarlu01,R,R
Alvarez,Ossie,ALVAREZ19331019A,110207,alvao101,alvaros01,alvaros01,R,R
Alvarez,Orlando,ALVAREZ19520228A,110205,alvao102,alvaror01,alvaror01,R,R
Alvarez,Pedro,ALVAREZ19870718A,476883,alvap001,alvarpe01,alvarpe01,L,R
Alvarez,R.J.,ALVAREZ19910608A,571439,alvar001,alvarrj01,alvarrj01,R,R
Alvarez,Rogelio,ALVAREZ19380418A,110208,alvar101,alvarro01,alvarro01,R,R
Alvarez,Tavo,ALVAREZ19711125A,110204,alvat001,alvarta01,alvarta01,R,R
Alvarez,Tony,ALVAREZ19780510A,407887,alvat002,alvarto01,alvarto01,R,R
Alvarez,Victor,ALVAREZ19761108A,407874,alvav001,alvarvi01,alvarvi01,L,L
Alvarez,Wilson,ALVAREZ19700324A,110209,alvaw001,alvarwi01,alvarwi01,L,L
Alvis,Max,ALVIS19380202A,110210,alvim101,alvisma01,alvisma01,R,R
Alvord,Billy,ALVORD18630810A,110211,alvob101,alvorbi01,alvorbi01,R,R
Alyea,Brant,ALYEA19401208A,110212,alyeb101,alyeabr01,alyeabr01,R,R
Amalfitano,Joey,AMALFITAN19340123A,110213,amalj101,amalfjo01,amalfjo01,R,R
Amarista,Alexi,AMARISTA19890406A,506560,amara001,amarial01,amarial01,L,R
Amaral,Rich,AMARAL19620401A,110214,amarr001,amarari01,amarari01,R,R
Amaro,Ruben,AMARO19650212A,110215,amarr002,amaroru02,amaroru02,B,R
Amaro,Ruben,AMARO19360106A,110216,amarr101,amaroru01,amaroru01,R,R
Ambler,Wayne,AMBLER19151108A,110217,amblw101,amblewa01,amblewa01,R,R
Ambres,Chip,AMBRES19791219A,407876,ambrc001,ambrech01,ambrech01,R,R
Ambriz,Hector,AMBRIZ19840524A,459932,ambrh001,ambrihe01,ambrihe01,L,R
Amelung,Ed,AMELUNG19590413A,110218,amele001,amelued01,amelued01,L,L
Ames,Red,AMES18820802A,110219,amesr101,amesre01,amesre01,B,R
Ames,Steven,AMES19880315A,571441,amess001,amesst01,amesst01,R,R
Amezaga,Alfredo,AMEZAGA19780116A,407792,ameza001,amezaal01,amezaal01,B,R
Amole,Doc,AMOLE18780705A,110220,amold101,amoledo01,amoledo01,R,L
Amoros,Sandy,AMOROS19300130A,110222,amors101,amorosa01,amorosa01,L,L
Amor,Vicente,AMOR19320808A,110221,amorv101,amorvi01,amorvi01,R,R
Ancker,Walter,ANCKER18940410A,110223,anckw101,anckewa01,anckewa01,R,R
Anderson,Allan,ANDERSON19640107A,110226,andea001,anderal02,anderal02,L,L
Anderson,Andy,ANDERSON19221113A,110227,andea101,anderan01,anderan01,R,R
Anderson,Alf,ANDERSON19140128A,110225,andea102,anderal01,anderal01,R,R
Anderson,Brady,ANDERSON19640118A,110229,andeb001,anderbr01,anderbr01,L,L
Anderson,Brian,ANDERSON19720426A,110230,andeb002,anderbr02,anderbr02,B,L
Anderson,Brian,ANDERSON19820311A,435042,andeb003,anderbr03,anderbr03,R,R
Anderson,Brett,ANDERSON19880201A,474463,andeb004,anderbr04,anderbr04,L,L
Anderson,Bryan,ANDERSON19861216A,457762,andeb005,anderbr05,anderbr05,L,R
Anderson,Bud,ANDERSON19560527A,110245,andeb101,anderbu01,anderbu01,R,R
Anderson,Bob,ANDERSON19350929A,110253,andeb102,anderbo01,anderbo01,R,R
Anderson,Bill,ANDERSON18951128A,110257,andeb103,anderbi01,anderbi01,R,L
Anderson,Chase,ANDERSON19871130A,502624,andec001,anderch01,anderch01,R,R
Anderson,Craig,ANDERSON19380701A,110250,andec101,andercr01,andercr01,R,R
Anderson,Dave,ANDERSON19600801A,110231,anded001,anderda02,anderda02,R,R
Anderson,Drew T.,ANDERSON19810609A,449776,anded002,anderdr01,anderdr01,L,R
Anderson,Dwain,ANDERSON19471123A,110233,anded101,anderdw01,anderdw01,R,R
Anderson,Dave,ANDERSON18681010A,110232,anded102,anderda01,anderda01,,L
Anderson,Fred,ANDERSON18851211A,110243,andef101,anderfr01,anderfr01,R,R
Anderson,Ferrell,ANDERSON19180109A,110235,andef102,anderfe01,anderfe01,R,R
Anderson,Garret,ANDERSON19720630A,110236,andeg001,anderga01,anderga01,L,L
Anderson,Goat,ANDERSON18800113A,110234,andeg101,andergo01,andergo01,L,R
Anderson,George,ANDERSON18890926A,110237,andeg102,anderge01,anderge01,L,R
Anderson,Harry,ANDERSON19310910A,110240,andeh101,anderha02,anderha02,L,R
Anderson,Hal,ANDERSON19040210A,110239,andeh102,anderha01,anderha01,R,R
Anderson,Jim,ANDERSON19570223A,110241,andej001,anderji01,anderji01,R,R
Anderson,Jimmy,ANDERSON19760122A,150247,andej002,anderji02,anderji02,L,L
