last_name,first_name,davenport_id,mlb_id,retrosheet_id,lahman_id,bbref_id,bats,throws
Lamline,Fred,LAMLINE18870814A,117436,lamlf101,lamlifr01,lamlifr01,R,R
LaMotte,Bobby,LAMOTTE18980215A,117438,lamob101,lamotbo01,lamotbo01,R,R
Lamont,Gene,LAMONT19461225A,117437,lamog101,lamonge01,lamonge01,L,R
Lamp,Dennis,LAMP19520923A,117439,lampd001,lampde01,lampde01,R,R
Lampe,Henry,LAMPE18720919A,117441,lamph101,lampehe01,lampehe01,R,L
Lampard,Keith,LAMPARD19451220A,117440,lampk101,lampake01,lampake01,L,R
Lampkin,Tom,LAMPKIN19640304A,117442,lampt001,lampkto01,lampkto01,L,R
Lanahan,Dick,LANAHAN19110927A,117443,lanad101,lanahdi01,lanahdi01,L,L
Lance,Gary,LANCE19480921A,117445,lancg101,lancega01,lancega01,B,R
Lancaster,Les,LANCASTER19620000A,117444,lancl001,lancale01,lancale01,R,R
Lancellotti,Rick,LANCELLOT19560705A,117446,lancr001,lanceri01,lanceri01,L,L
Landrum,Bill,LANDRUM19570817A,117462,landb001,landrbi01,landrbi01,R,R
Landis,Bill,LANDIS19421008A,117453,landb101,landibi01,landibi01,L,L
Landrum,Ced,LANDRUM19640000A,117457,landc001,landrce01,landrce01,L,R
Landrum,Don,LANDRUM19360216A,117458,landd101,landrdo01,landrdo01,L,R
Landis,Doc,LANDIS18540816A,117452,landd102,landido01,landido01,R,
Land,Doc,LAND19030514A,117448,landd103,landdo01,landdo01,L,L
Land,Grover,LAND18840922A,117447,landg101,landgr01,landgr01,R,R
Landrith,Hobie,LANDRITH19300316A,117456,landh101,landrho01,landrho01,L,R
Landrum,Joe,LANDRUM19281213A,117460,landj101,landrjo01,landrjo01,R,R
Landrum,Jesse,LANDRUM19120731A,117459,landj102,landrje01,landrje01,R,R
Landis,Jim,LANDIS19340309A,117451,landj103,landiji01,landiji01,R,R
Landreaux,Ken,LANDREAUX19541222A,117454,landk001,landrke01,landrke01,L,R
Landenberger,Ken,LANDENBER19280729A,117449,landk101,landeke01,landeke01,L,L
Landreth,Larry,LANDRETH19550311A,117455,landl101,landrla01,landrla01,R,R
Landestoy,Rafael,LANDESTOY19530528A,117450,landr001,landera01,landera01,B,R
Landrum,Tito,LANDRUM19541025A,117461,landt001,landrti01,landrti01,R,R
Lane,Chappy,LANE00000000B,117463,lanec101,lanech01,lanech01,R,
Lane,Dick,LANE19270628A,117467,laned101,lanedi01,lanedi01,R,R
Lane,Hunter,LANE19000720A,117465,laneh101,lanehu01,lanehu01,R,R
Lane,Jason,LANE19761222A,407835,lanej001,laneja01,laneja01,R,L
Lane,Jerry,LANE19260207A,117464,lanej101,laneje01,laneje01,R,R
Lane,Marvin,LANE19500118A,117466,lanem101,lanema01,lanema01,R,R
Lanford,Sam,LANFORD18860108A,117468,lanfs101,lanfosa01,lanfosa01,L,R
Lanfranconi,Walt,LANFRANCO19161109A,117469,lanfw101,lanfrwa01,lanfrwa01,R,R
Langsford,Bob,LANGSFORD18650805A,117479,langb101,langsbo01,langsbo01,L,L
Lange,Bill,LANGE18710606A,117476,langb102,langebi01,langebi01,R,R
Lang,Chip,LANG19520821A,117472,langc101,langch01,langch01,R,R
Lange,Dick,LANGE19480901A,117475,langd101,langedi01,langedi01,R,R
Lang,Don,LANG19150315A,117470,langd102,langdo01,langdo01,R,R
Lange,Erv,LANGE18870812A,117473,lange101,langeer01,langeer01,R,R
Lange,Frank,LANGE18831028A,117474,langf101,langefr01,langefr01,R,R
Langston,Mark,LANGSTON19600820A,117480,langm001,langsma01,langsma01,R,L
Langwell,Matt,LANGWELL19860506A,543426,langm002,langwma01,langwma01,R,R
Lang,Marty,LANG19050927A,117471,langm101,langma01,langma01,R,L
Langford,Rick,LANGFORD19520320A,117478,langr001,langfri01,langfri01,R,R
Langerhans,Ryan,LANGERHAN19800220A,407798,langr002,langery01,langery01,L,L
Langford,Sam,LANGFORD18990521A,117477,langs101,langfsa01,langfsa01,L,R
Lanier,Hal,LANIER19420704A,117481,lanih101,lanieha01,lanieha01,R,R
Lanier,Max,LANIER19150818A,117482,lanim101,laniema01,laniema01,R,L
Lanier,Rimp,LANIER19481019A,117483,lanir101,lanieri01,lanieri01,L,R
Lankford,Frank,LANKFORD19710326A,283039,lankf001,lankffr01,lankffr01,R,R
Lankford,Ray,LANKFORD19670605A,117484,lankr001,lankfra01,lankfra01,L,L
Lannan,John,LANNAN19840927A,458709,lannj001,lannajo01,lannajo01,L,L
Lanning,Johnny,LANNING19100906A,117485,lannj101,lannijo01,lannijo01,R,R
Lanning,Red,LANNING18950513A,117486,lannr101,lannire01,lannire01,L,L
Lanning,Tom,LANNING19070422A,117487,lannt101,lannito01,lannito01,L,L
Lansford,Carney,LANSFORD19570000A,117488,lansc001,lansfca01,lansfca01,R,R
Lansing,Gene,LANSING18980111A,117490,lansg101,lansige01,lansige01,R,R
Lansford,Jody,LANSFORD19610115A,117489,lansj101,lansfjo01,lansfjo01,R,R
Lansing,Mike,LANSING19680403A,117491,lansm001,lansimi01,lansimi01,R,R
Lapan,Pete,LAPAN18910625A,117493,lapap101,lapanpe01,lapanpe01,R,R
LaPalme,Paul,LAPALME19231214A,117492,lapap102,lapalpa01,lapalpa01,L,L
Lapihuska,Andy,LAPIHUSKA19221101A,117494,lapia101,lapihan01,lapihan01,L,R
LaPoint,Dave,LAPOINT19590729A,117495,lapod001,lapoida01,lapoida01,L,L
LaPorte,Frank,LAPORTE18800206A,117497,lapof101,laporfr01,laporfr01,R,R
LaPorta,Matt,LAPORTA19850108A,453181,lapom001,laporma01,laporma01,R,R
LaPointe,Ralph,LAPOINTE19220108A,117496,lapor101,lapoira01,lapoira01,R,R
Lapp,Jack,LAPP18840910A,117498,lappj101,lappja01,lappja01,L,R
Lara,Juan,LARA19810126A,444312,laraj001,laraju01,laraju01,R,L
Lara,Yovanny,LARA19750920A,282881,laray001,larayo01,larayo01,R,R
Larish,Jeff,LARISH19821011A,460252,larij001,larisje01,larisje01,L,R
Larkin,Andy,LARKIN19740627A,117500,larka001,larkian01,larkian01,R,R
Larkin,Barry,LARKIN19640428A,117501,larkb001,larkiba01,larkiba01,R,R
Larkin,Ed,LARKIN18850701A,117502,larke101,larkied01,larkied01,R,R
Larkin,Gene,LARKIN19621024A,117503,larkg001,larkige01,larkige01,B,R
Larkin,Henry,LARKIN18600112A,117505,larkh101,larkihe01,larkihe01,R,R
Larker,Norm,LARKER19301227A,117499,larkn101,larkeno01,larkeno01,L,L
Larkin,Pat,LARKIN19600614A,117506,larkp101,larkipa01,larkipa01,L,L
Larkin,Stephen,LARKIN19730724A,203718,larks001,larkist02,larkist02,L,L
Larkin,Steve,LARKIN19101209A,117507,larks101,larkist01,larkist01,R,R
Larkin,Terry,LARKIN00000000A,117504,larkt101,larkite01,larkite01,R,R
Larmore,Bob,LARMORE18961206A,117508,larmb101,larmobo01,larmobo01,R,R
LaRoche,Adam,LAROCHE19791106A,425560,laroa001,larocad01,larocad01,L,L
LaRoche,Andy,LAROCHE19830913A,451188,laroa002,larocan01,larocan01,R,R
LaRoche,Dave,LAROCHE19480514A,117509,larod101,larocda01,larocda01,L,L
LaRocca,Greg,LAROCCA19721110A,342992,larog001,larocgr01,larocgr01,R,R
LaRoss,Harry,LAROSS18880102A,117513,laroh101,larosha01,larosha01,R,R
LaRose,John,LAROSE19511025A,117511,laroj101,larosjo01,larosjo01,L,L
LaRoque,Sam,LAROQUE18640226A,117510,laros101,laroqsa01,laroqsa01,R,R
Larose,Vic,LAROSE19441223A,117512,larov101,larosvi01,larosvi01,R,R
Larson,Brandon,LARSON19760524A,276053,larsb001,larsobr01,larsobr01,R,R
Larson,Dan,LARSON19540704A,117516,larsd101,larsoda01,larsoda01,R,R
Larsen,Don,LARSEN19290807A,117514,larsd102,larsedo01,larsedo01,R,R
Larsen,Swede,LARSEN19131115A,117515,larss101,larsesw01,larsesw01,R,R
LaRue,Jason,LARUE19740319A,150178,laruj001,larueja01,larueja01,R,R
LaRussa,Tony,LARUSSA19441004A,117517,larut101,larusto01,larusto01,R,R
Lary,Al,LARY19280926A,117518,larya101,laryal01,laryal01,R,R
Lary,Frank,LARY19300410A,117519,laryf101,laryfr01,laryfr01,R,R
Lary,Lyn,LARY19060128A,117520,laryl101,laryly01,laryly01,R,R
Lasher,Fred,LASHER19410819A,117521,lashf101,lashefr01,lashefr01,R,R
Laskey,Bill,LASKEY19571220A,117522,laskb001,laskebi01,laskebi01,R,R
Lasley,Bill,LASLEY19020713A,117523,laslb101,laslebi01,laslebi01,B,R
Lasorda,Tommy,LASORDA19270922A,117524,lasot101,lasorto01,lasorto01,L,L
Lassetter,Don,LASSETTER19330327A,117525,lassd101,lassedo01,lassedo01,R,R
La Stella,Tommy,LA STELLA19890131A,600303,lastt001,lasteto01,lasteto01,L,R
Latham,Arlie,LATHAM18600315A,117528,latha101,lathaar01,lathaar01,R,R
Latham,Bill,LATHAM19600829A,117529,lathb001,lathabi01,lathabi01,L,L
Lathrop,Bill,LATHROP18910812A,117531,lathb101,lathrbi01,lathrbi01,R,R
Latham,Chris,LATHAM19730526A,117526,lathc001,lathach01,lathach01,B,R
Lathers,Chick,LATHERS18881022A,117530,lathc101,lathech01,lathech01,L,R
Latham,Juice,LATHAM18520906A,117527,lathj101,lathaju01,lathaju01,R,R
Latimer,Tacks,LATIMER18771130A,117532,latit101,latimta01,latimta01,R,R
Latman,Barry,LATMAN19360521A,117533,latmb101,latmaba01,latmaba01,R,R
Latos,Mat,LATOS19871209A,502009,latom001,latosma01,latosma01,R,R
Lattimore,Bill,LATTIMORE18840525A,117534,lattb101,lattibi01,lattibi01,L,L
Lau,Charley,LAU19330412A,117535,lau-c101,lauch01,lauch01,L,R
Lauder,Billy,LAUDER18740223A,117536,laudb101,laudebi01,laudebi01,R,R
Laudner,Tim,LAUDNER19580607A,117537,laudt001,laudnti01,laudnti01,R,R
Lauer,Chuck,LAUER18650000A,117538,lauec101,lauerch01,lauerch01,R,R
Laughlin,Ben,LAUGHLIN18480000A,117539,laugb101,laughbe01,laughbe01,,
Lauterborn,Bill,LAUTERBOR18790609A,117540,lautb101,lautebi01,lautebi01,R,R
Lauzerique,George,LAUZERIQU19470722A,117541,lauzg101,lauzege01,lauzege01,R,R
Lavagetto,Cookie,LAVAGETTO19121201A,117542,lavac101,lavagco01,lavagco01,R,R
Lavan,Doc,LAVAN18901028A,117544,lavad101,lavando01,lavando01,R,R
LaValliere,Mike,LAVALLIER19610000A,117543,lavam001,lavalmi01,lavalmi01,L,R
Lavarnway,Ryan,LAVARNWAY19870807A,543432,lavar001,lavarry01,lavarry01,R,R
Lavelle,Gary,LAVELLE19490103A,117545,laveg001,lavelga01,lavelga01,B,L
Lavender,Jimmy,LAVENDER18840325A,117546,lavej101,lavenji01,lavenji01,R,R
LaVigne,Art,LAVIGNE18850126A,117547,lavia101,lavigar01,lavigar01,R,R
Lavin,Johnny,LAVIN18590000A,117548,lavij101,lavinjo01,lavinjo01,,
Law,Rudy,LAW19561007A,117550,law-r001,lawru01,lawru01,L,L
Law,Ron,LAW19460314A,117549,law-r101,lawro01,lawro01,R,R
Law,Vance,LAW19561001A,117551,law-v001,lawva01,lawva01,R,R
Law,Vern,LAW19300312A,117552,law-v101,lawve01,lawve01,R,R
Lawing,Garland,LAWING19180829A,117553,lawig101,lawinga01,lawinga01,R,R
Lawlor,Mike,LAWLOR18540311A,117555,lawlm101,lawlomi01,lawlomi01,,R
Lawless,Tom,LAWLESS19561219A,117554,lawlt001,lawleto01,lawleto01,R,R
Lawrence,Brian,LAWRENCE19760514A,400147,lawrb001,lawrebr02,lawrebr02,R,R
Lawrie,Brett,LAWRIE19900118A,543434,lawrb002,lawribr01,lawribr01,R,R
Lawrence,Bill,LAWRENCE19060311A,117559,lawrb101,lawrebi01,lawrebi01,R,R
Lawrence,Bob,LAWRENCE18991214A,117558,lawrb102,lawrebo01,lawrebo01,R,R
Lawrence,Brooks,LAWRENCE19250130A,117556,lawrb103,lawrebr01,lawrebr01,R,R
Lawrence,Joe,LAWRENCE19770213A,150478,lawrj001,lawrejo01,lawrejo01,R,R
Lawrence,Jim,LAWRENCE19390212A,117557,lawrj101,lawreji01,lawreji01,L,R
Lawry,Otis,LAWRY18931101A,117560,lawro101,lawryot01,lawryot01,L,R
Lawrence,Sean,LAWRENCE19700902A,136423,lawrs001,lawrese01,lawrese01,L,L
Lawson,Al,LAWSON18690324A,117562,lawsa101,lawsoal01,lawsoal01,R,R
Lawson,Bob,LAWSON18760823A,117563,lawsb101,lawsobo01,lawsobo01,R,R
Lawson,Roxie,LAWSON19060413A,117561,lawsr101,lawsoro01,lawsoro01,R,R
Lawson,Steve,LAWSON19501228A,117564,lawss101,lawsost01,lawsost01,R,L
Lawton,Marcus,LAWTON19650818A,117565,lawtm001,lawtoma01,lawtoma01,B,R
Lawton,Matt,LAWTON19711103A,117566,lawtm002,lawtoma02,lawtoma02,L,R
Laxton,Brett,LAXTON19731005A,150423,laxtb001,laxtobr01,laxtobr01,L,R
Laxton,Bill,LAXTON19480105A,117567,laxtb101,laxtobi01,laxtobi01,L,L
Layana,Tim,LAYANA19640000A,117568,layat001,layanti01,layanti01,R,R
Layden,Gene,LAYDEN18940314A,117569,laydg101,laydege01,laydege01,L,L
Laydon,Pete,LAYDON19191230A,117570,laydp101,laydope01,laydope01,R,R
Layne,Hillis,LAYNE19180223A,117572,laynh101,laynehi01,laynehi01,L,R
Layne,Herman,LAYNE19010213A,117571,laynh102,laynehe01,laynehe01,R,R
Layne,Tommy,LAYNE19841102A,518927,laynt001,layneto01,layneto01,L,L
Layton,Les,LAYTON19211118A,117573,laytl101,laytole01,laytole01,R,R
Lazar,Danny,LAZAR19431114A,117574,lazad101,lazarda01,lazarda01,L,L
Lazorko,Jack,LAZORKO19560330A,117576,lazoj001,lazorja01,lazorja01,R,R
Lazor,Johnny,LAZOR19120909A,117575,lazoj101,lazorjo01,lazorjo01,L,R
Lazzeri,Tony,LAZZERI19031206A,117577,lazzt101,lazzeto01,lazzeto01,R,R
Lea,Charlie,LEA19561225A,117578,lea-c001,leach01,leach01,R,R
Leach,Brent,LEACH19821118A,489052,leacb001,leachbr01,leachbr01,L,L
Leach,Freddy,LEACH18971123A,117579,leacf101,leachfr01,leachfr01,L,R
Leach,Jalal,LEACH19690314A,407379,leacj001,leachja01,leachja01,L,L
Leach,Rick,LEACH19570504A,117580,leacr001,leachri01,leachri01,L,L
Leach,Terry,LEACH19540313A,117581,leact001,leachte01,leachte01,R,R
Leach,Tommy,LEACH18771104A,117582,leact101,leachto01,leachto01,R,R
League,Brandon,LEAGUE19830316A,434181,leagb001,leagubr01,leagubr01,R,R
Leahy,Dan,LEAHY18700808A,117583,leahd101,leahyda01,leahyda01,,
Leahy,Tom,LEAHY18690602A,117584,leaht101,leahyto01,leahyto01,R,R
Leake,Mike,LEAKE19871112A,502190,leakm001,leakemi01,leakemi01,R,R
Leal,Luis,LEAL19570321A,117585,leall001,leallu01,leallu01,R,R
Leard,Bill,LEARD18851014A,117588,learb101,leardbi01,leardbi01,R,R
Leary,Frank,LEARY18810226A,117589,learf101,learyfr01,learyfr01,,R
Lear,Fred,LEAR18940407A,117587,learf102,learfr01,learfr01,R,R
Leary,John,LEARY18910502A,117591,learj101,learyjo01,learyjo01,R,R
Leary,Jack,LEARY18580000A,117590,learj102,learyja01,learyja01,,L
Lear,King,LEAR18910123A,117586,leark101,learki01,learki01,R,R
Leary,Tim,LEARY19590000A,117592,leart001,learyti01,learyti01,R,R
Leathers,Hal,LEATHERS18981202A,117593,leath101,leathha01,leathha01,L,R
Leber,Emil,LEBER18810515A,117594,lebee101,leberem01,leberem01,R,R
LeBlanc,Wade,LEBLANC19840807A,453281,leblw001,leblawa01,leblawa01,L,L
LeBourveau,Bevo,LEBOURVEA18960824A,117595,lebob101,leboube01,leboube01,L,R
LeClair,George,LECLAIR18861018A,203719,leclg101,leclage01,laclage01,R,R
LeCroy,Matt,LECROY19751213A,150220,lecrm001,lecroma01,lecroma01,R,R
LeCure,Sam,LECURE19840504A,459967,lecus001,lecursa01,lecursa01,R,R
Ledbetter,Razor,LEDBETTER18941208A,117596,ledbr101,ledbera01,ledbera01,R,R
Ledesma,Aaron,LEDESMA19710603A,117597,ledea001,ledesaa01,ledesaa01,R,R
Ledee,Ricky,LEDEE19731122A,133342,leder001,ledeeri01,ledeeri01,L,L
Ledezma,Wil,LEDEZMA19810121A,425656,ledew001,ledezwi01,ledezwi01,L,L
Ledwith,Mike,LEDWITH18490000A,117598,ledwm101,ledwimi01,ledwimi01,,
Lee,Bill,LEE19461228A,117617,lee-b101,leebi03,leebi03,L,L
Lee,Billy,LEE18940109A,117618,lee-b102,leebi01,leebi01,R,R
Lee,Bill,LEE19091021A,117616,lee-b103,leebi02,leebi02,R,R
Lee,Bob,LEE19371126A,117611,lee-b104,leebo01,leebo01,R,R
Lee,Carlos,LEE19760620A,150324,lee-c001,leeca01,leeca01,R,R
Lee,Corey,LEE19741226A,150287,lee-c002,leeco01,leeco01,B,L
Lee,Cliff,LEE19780830A,424324,lee-c003,leecl02,leecl02,L,L
Lee,C.C.,LEE19861021A,547348,lee-c004,leech01,leech01,R,R
Lee,Cliff,LEE18960804A,117599,lee-c101,leecl01,leecl01,R,R
Lee,Derek,LEE19660728A,117600,lee-d001,leede01,leede01,L,R
Lee,Derrek,LEE19750906A,117601,lee-d002,leede02,leede02,R,R
Lee,David,LEE19730312A,150049,lee-d003,leeda01,leeda01,R,R
Lee,Dud,LEE18990822A,117603,lee-d101,leedu01,leedu01,L,R
Lee,Don,LEE19340226A,117602,lee-d102,leedo01,leedo01,R,R
Lee,Hal,LEE19050215A,117604,lee-h101,leeha01,leeha01,R,R
Lee,Leron,LEE19480304A,117606,lee-l101,leele02,leele02,L,R
Lee,Leonidas,LEE18601213A,117605,lee-l102,leele01,leele01,,
Lee,Manuel,LEE19650000A,117607,lee-m001,leema02,leema02,B,R
Lee,Mark,LEE19650000B,117609,lee-m002,leema03,leema03,L,L
Lee,Mark,LEE19530614A,117608,lee-m101,leema01,leema01,R,R
Lee,Mike,LEE19410519A,117610,lee-m102,leemi01,leemi01,L,L
Lee,Roy,LEE19170928A,117612,lee-r101,leero01,leero01,L,L
Lee,Sang-Hoon,LEE19710311A,275931,lee-s001,leesa01,leesa01,L,L
Lee,Terry,LEE19620313A,117613,lee-t001,leete01,leete01,R,R
Lee,Travis,LEE19750526A,134162,lee-t002,leetr01,leetr01,L,L
Lee,Thornton,LEE19060913A,117615,lee-t101,leeth01,leeth01,L,L
Lee,Tom,LEE18620608A,117614,lee-t102,leeto01,leeto01,,
Lee,Watty,LEE18790812A,117619,lee-w101,leewa01,leewa01,L,L
Leek,Gene,LEEK19360715A,117620,leekg101,leekge01,leekge01,R,R
Leeper,Dave,LEEPER19591030A,117621,leepd001,leepeda01,leepeda01,L,L
Leesman,Charlie,LEESMAN19870310A,489056,leesc001,leesmch01,leesmch01,L,L
Lees,George,LEES18950202A,117622,leesg101,leesge01,leesge01,R,R
Leever,Sam,LEEVER18711223A,117623,leevs101,leevesa01,leevesa01,R,R
Lefevre,Al,LEFEVRE18980916A,117627,lefea101,lefeval01,lefeval01,R,R
Lefebvre,Bill,LEFEBVRE19151111A,117626,lefeb101,lefebbi01,lefebbi01,L,L
Lefebvre,Joe,LEFEBVRE19560222A,117625,lefej001,lefebjo01,lefebjo01,L,R
Lefebvre,Jim,LEFEBVRE19420107A,117624,lefej101,lefebji01,lefebji01,B,R
Lefferts,Craig,LEFFERTS19580000A,117628,leffc001,leffecr01,leffecr01,L,L
LeFlore,Ron,LEFLORE19480616A,117630,leflr101,lefloro01,lefloro01,R,R
Lefler,Wade,LEFLER18960605A,117629,leflw101,leflewa01,leflewa01,L,R
Leftwich,Phil,LEFTWICH19690000A,117631,leftp001,leftwph01,leftwph01,R,R
Legett,Lou,LEGETT19010601A,117632,legel101,legetlo01,legetlo01,R,R
Legg,Greg,LEGG19600000A,117633,leggg001,legggr01,legggr01,R,R
Lehan,James,LEHAN18560514A,"",lehaj101,lehanja01,lehanja01,,
Lehane,Mike,LEHANE18650415A,117634,leham101,lehanmi01,lehanmi01,R,
Lehew,Jim,LEHEW19370819A,117636,lehej101,lehewji01,lehewji01,R,R
Leheny,Regis,LEHENY19080105A,117635,leher101,lehenre01,lehenre01,L,L
Lehman,Ken,LEHMAN19280610A,117637,lehmk101,lehmake01,lehmake01,L,L
Lehner,Paul,LEHNER19200701A,117638,lehnp101,lehnepa01,lehnepa01,L,L
Lehr,Clarence,LEHR18860516A,117639,lehrc101,lehrcl01,lehrcl01,R,R
Lehr,Justin,LEHR19770803A,430680,lehrj001,lehrju01,lehrju01,R,R
Lehr,Norm,LEHR19010528A,117640,lehrn101,lehrno01,lehrno01,R,R
Leibrandt,Charlie,LEIBRANDT19561004A,117643,leibc001,leibrch01,leibrch01,R,L
Leiber,Hank,LEIBER19110117A,117641,leibh101,leibeha01,leibeha01,R,R
Leibold,Nemo,LEIBOLD18920217A,117642,leibn101,leibone01,leibone01,L,R
Leicester,Jon,LEICESTER19790207A,425484,leicj001,leicejo01,leicejo01,R,R
Leifer,Elmer,LEIFER18930523A,117644,leife101,leifeel01,leifeel01,L,R
Leifield,Lefty,LEIFIELD18830905A,117645,leifl101,leifile01,leifile01,L,L
Leighton,John,LEIGHTON18611004A,117646,leigj101,leighjo01,leighjo01,L,L
Leinhauser,Bill,LEINHAUSE18931104A,117647,leinb101,leinhbi01,leinhbi01,R,R
Leiper,Dave,LEIPER19620000A,117649,leipd001,leipeda01,leipeda01,L,L
Leip,Ed,LEIP19101129A,117648,leipe101,leiped01,leiped01,R,R
Leiper,Jack,LEIPER18671223A,117650,leipj101,leipeja01,leipeja01,L,L
Leister,John,LEISTER19610103A,117651,leisj001,leistjo01,leistjo01,R,R
Leiter,Al,LEITER19651023A,117652,leita001,leiteal01,leiteal01,L,L
Leith,Bill,LEITH18730531A,117654,leitb101,leithbi01,leithbi01,,R
Leitner,Dummy,LEITNER18720619A,117656,leitd101,leitndu01,leitndu01,L,R
Leitner,Doc,LEITNER18650914A,117655,leitd102,leitndo01,leitndo01,R,R
Leiter,Mark,LEITER19630413A,117653,leitm001,leitema01,leitema01,R,R
Leius,Scott,LEIUS19650924A,117657,leius001,leiussc01,leiussc01,R,R
Leja,Frank,LEJA19360207A,117658,lejaf101,lejafr01,lejafr01,L,L
LeJeune,Larry,LEJEUNE18850722A,117659,lejel101,lejeula01,lejeula01,R,R
LeJohn,Don,LEJOHN19340513A,117660,lejod101,lejohdo01,lejohdo01,R,R
Lelivelt,Bill,LELIVELT18841021A,117662,lelib101,lelivbi01,lelivbi01,R,R
Lelivelt,Jack,LELIVELT18851114A,117661,lelij101,lelivja01,lelivja01,L,L
LeMahieu,DJ,LEMAHIEU19880713A,518934,lemad001,lemahdj01,lemahdj01,R,R
Lemanczyk,Dave,LEMANCZYK19500817A,117663,lemad101,lemanda01,lemanda01,R,R
Lemaster,Denny,LEMASTER19390225A,117664,lemad102,lemasde01,lemasde01,R,L
LeMay,Dick,LEMAY19380828A,117666,lemad103,lemaydi01,lemaydi01,L,L
LeMaster,Johnnie,LEMASTER19540619A,117665,lemaj001,lemasjo01,lemasjo01,R,R
Lembo,Steve,LEMBO19261113A,117667,lembs101,lembost01,lembost01,R,R
Lemke,Mark,LEMKE19650813A,117668,lemkm001,lemkema01,lemkema01,B,R
Lemon,Bob,LEMON19200922A,117671,lemob101,lemonbo01,lemonbo01,L,R
Lemon,Chet,LEMON19550212A,117669,lemoc001,lemonch01,lemonch01,R,R
Lemonds,Dave,LEMONDS19480705A,117672,lemod101,lemonda01,lemonda01,L,L
Lemon,Jim,LEMON19280323A,117670,lemoj101,lemonji01,lemonji01,R,R
Lemongello,Mark,LEMONGELL19550721A,117673,lemom101,lemonma01,lemonma01,R,R
Lenhardt,Don,LENHARDT19221004A,117674,lenhd101,lenhado01,lenhado01,R,R
Lennon,Bill,LENNON18480000A,117678,lennb101,lennobi01,lennobi01,,
Lennon,Bob,LENNON19280915A,117677,lennb102,lennobo01,lennobo01,L,L
Lennon,Ed,LENNON18970817A,117675,lenne101,lennoed02,lennoed02,R,R
Lennox,Ed,LENNOX18851103A,117679,lenne102,lennoed01,lennoed01,R,R
Lennon,Patrick,LENNON19680427A,117676,lennp001,lennopa01,lennopa01,R,R
Lentine,Jim,LENTINE19540716A,117680,lentj101,lentiji01,lentiji01,R,R
Leonard,Andy,LEONARD18460601A,117686,leona101,leonaan01,leonaan01,R,R
Leonard,Dennis,LEONARD19510508A,117687,leond001,leonade01,leonade01,R,R
Leon,Danilo,LEON19670403A,117681,leond002,leonda01,leonda01,R,R
Leone,Dominic,LEONE19911026A,608678,leond003,leonedo01,leonedo01,R,R
Leonhard,Dave,LEONHARD19410122A,117694,leond101,leonhda01,leonhda01,R,R
Leonard,Dutch,LEONARD18920416A,117690,leond102,leonadu01,leonadu01,L,L
Leonard,Dutch,LEONARD19090325A,117689,leond103,leonadu02,leonadu02,R,R
Leonard,Elmer,LEONARD18881112A,117688,leone101,leonael01,leonael01,R,R
Leon,Eddie,LEON19460811A,117682,leone102,leoned01,leoned01,R,R
Leon,Izzy,LEON19110104A,117683,leoni101,leoniz01,leoniz01,R,R
Leonard,Jeffrey,LEONARD19550922A,117691,leonj001,leonaje01,leonaje01,R,R
Leon,Jose,LEON19761208A,150459,leonj002,leonjo01,leonjo01,R,R
Leone,Justin,LEONE19770309A,430658,leonj003,leoneju01,leoneju01,R,R
Leonard,Joe,LEONARD18941115A,117692,leonj101,leonajo01,leonajo01,L,R
Leonard,Mark,LEONARD19650000A,117693,leonm001,leonama01,leonama01,L,R
Leon,Max,LEON19500204A,117684,leonm101,leonma01,leonma01,R,R
Leon,Sandy,LEON19890313A,506702,leons001,leonsa01,leonsa01,B,R
Leonard,"",LEONARD00000000A,117685,leonu101,leona01,leona01,,
Leopold,Rudy,LEOPOLD19050727A,117695,leopr101,leoporu01,leoporu01,L,L
Leovich,John,LEOVICH19180505A,117696,leovj101,leovijo01,leovijo01,R,R
Lepcio,Ted,LEPCIO19300728A,117697,lepct101,lepcite01,lepcite01,R,R
LePine,Pete,LEPINE18760905A,117698,lepip101,lepinpe01,lepinpe01,L,L
Leppert,Don,LEPPERT19311019A,117700,leppd101,leppedo02,leppedo02,R,R
Leppert,Don,LEPPERT19301120A,117699,leppd102,leppedo01,leppedo01,L,R
Lerchen,Dutch,LERCHEN18890404A,117702,lercd101,lerchdu01,lerchdu01,R,R
Lerchen,George,LERCHEN19221201A,117703,lercg101,lerchge01,lerchge01,B,R
Lerch,Randy,LERCH19541009A,117701,lercr001,lerchra01,lerchra01,L,L
Lerew,Anthony,LEREW19821028A,434679,lerea001,lerewan01,lerewan01,L,R
Lerian,Walt,LERIAN19030210A,117704,leriw101,leriawa01,leriawa01,R,R
Leroux,Chris,LEROUX19840414A,460092,leroc001,lerouch01,lerouch01,L,R
Leroy,John,LEROY19750419A,117705,leroj001,leroyjo01,leroyjo01,R,R
Leroy,Louis,LEROY18790218A,117706,lerol101,leroylo01,leroylo01,R,R
Lersch,Barry,LERSCH19440907A,117707,lersb101,lerscba01,lerscba01,B,R
Lerud,Steven,LERUD19841013A,452722,lerus001,lerudst01,lerudst01,L,R
Lesher,Brian,LESHER19710305A,117708,leshb001,leshebr01,leshebr01,R,L
Leshnock,Don,LESHNOCK19461125A,117709,leshd101,leshndo01,leshndo01,R,L
Leskanic,Curt,LESKANIC19680402A,117710,leskc001,leskacu01,leskacu01,R,R
Lesley,Brad,LESLEY19580911A,117711,leslb001,leslebr01,leslebr01,R,R
