Year,driverId,position,time,lap,seconds
1996,villeneuve,1,1M 43.702S,1,103.702
1996,damon_hill,2,1M 44.243S,1,104.243
1996,irvine,3,1M 44.981S,1,104.981
1996,michael_schumacher,4,1M 45.188S,1,105.188
1996,alesi,5,1M 46.506S,1,106.506
1996,hakkinen,6,1M 48.43S,1,108.43
1996,barrichello,7,1M 49.058S,1,109.058
1996,frentzen,8,1M 49.468S,1,109.468
1996,berger,9,1M 49.726S,1,109.726
1996,salo,10,1M 50.436S,1,110.436
1996,verstappen,11,1M 50.93S,1,110.93
1996,panis,12,1M 51.529S,1,111.529
1996,fisichella,13,1M 52.69S,1,112.69
1996,katayama,14,1M 53.435S,1,113.435
1996,lamy,15,1M 54.047S,1,114.047
1996,rosset,16,1M 54.831S,1,114.831
1996,diniz,17,1M 56.143S,1,116.143
1996,brundle,18,1M 56.481S,1,116.481
1996,coulthard,19,1M 56.926S,1,116.926
1996,villeneuve,1,1M 37.036S,2,97.036
1996,damon_hill,2,1M 37.214S,2,97.214
1996,michael_schumacher,3,1M 37.68S,2,97.68
1996,irvine,4,1M 38.558S,2,98.558
1996,alesi,5,1M 37.554S,2,97.554
1996,hakkinen,6,1M 39.275S,2,99.275
1996,barrichello,7,1M 39.119S,2,99.119
1996,frentzen,8,1M 39.594S,2,99.594
1996,berger,9,1M 39.613S,2,99.613
1996,salo,10,1M 39.509S,2,99.509
1996,verstappen,11,1M 39.763S,2,99.763
1996,panis,12,1M 39.686S,2,99.686
1996,fisichella,13,1M 40.332S,2,100.332
1996,katayama,14,1M 40.723S,2,100.723
1996,lamy,15,1M 40.702S,2,100.702
1996,rosset,16,1M 40.693S,2,100.693
1996,diniz,17,1M 41.2S,2,101.2
1996,coulthard,18,1M 41.839S,2,101.839
1996,villeneuve,1,1M 35.959S,3,95.959
1996,damon_hill,2,1M 36.249S,3,96.249
1996,michael_schumacher,3,1M 35.759S,3,95.759
1996,irvine,4,1M 36.736S,3,96.736
1996,alesi,5,1M 36.83S,3,96.83
1996,hakkinen,6,1M 38.102S,3,98.102
1996,barrichello,7,1M 38.282S,3,98.282
1996,berger,8,1M 38.318S,3,98.318
1996,frentzen,9,1M 39.949S,3,99.949
1996,salo,10,1M 39.561S,3,99.561
1996,verstappen,11,1M 39.376S,3,99.376
1996,panis,12,1M 39.346S,3,99.346
1996,fisichella,13,1M 39.018S,3,99.018
1996,katayama,14,1M 38.735S,3,98.735
1996,lamy,15,1M 39.921S,3,99.921
1996,rosset,16,1M 39.755S,3,99.755
1996,diniz,17,1M 38.49S,3,98.49
1996,coulthard,18,1M 40.412S,3,100.412
1996,villeneuve,1,1M 35.648S,4,95.648
1996,damon_hill,2,1M 35.687S,4,95.687
1996,michael_schumacher,3,1M 35.467S,4,95.467
1996,irvine,4,1M 36.177S,4,96.177
1996,alesi,5,1M 36.437S,4,96.437
1996,hakkinen,6,1M 37.784S,4,97.784
1996,barrichello,7,1M 37.865S,4,97.865
1996,berger,8,1M 37.086S,4,97.086
1996,frentzen,9,1M 37.413S,4,97.413
1996,salo,10,1M 37.52S,4,97.52
1996,verstappen,11,1M 37.453S,4,97.453
1996,panis,12,1M 37.436S,4,97.436
1996,fisichella,13,1M 38.253S,4,98.253
1996,katayama,14,1M 38.765S,4,98.765
1996,lamy,15,1M 38.784S,4,98.784
1996,rosset,16,1M 38.698S,4,98.698
1996,diniz,17,1M 38.744S,4,98.744
1996,coulthard,18,1M 39.572S,4,99.572
1996,villeneuve,1,1M 35.223S,5,95.223
1996,damon_hill,2,1M 35.302S,5,95.302
1996,michael_schumacher,3,1M 35.254S,5,95.254
1996,irvine,4,1M 36.093S,5,96.093
1996,alesi,5,1M 35.765S,5,95.765
1996,hakkinen,6,1M 37.266S,5,97.266
1996,barrichello,7,1M 37.096S,5,97.096
1996,berger,8,1M 37.083S,5,97.083
1996,frentzen,9,1M 37.173S,5,97.173
1996,salo,10,1M 37.094S,5,97.094
1996,verstappen,11,1M 36.918S,5,96.918
1996,panis,12,1M 37.143S,5,97.143
1996,fisichella,13,1M 38.077S,5,98.077
1996,katayama,14,1M 38.46S,5,98.46
1996,lamy,15,1M 43.239S,5,103.239
1996,diniz,16,1M 42.154S,5,102.154
1996,coulthard,17,1M 40.361S,5,100.361
1996,rosset,18,1M 48.265S,5,108.265
1996,villeneuve,1,1M 35.138S,6,95.138
1996,damon_hill,2,1M 34.893S,6,94.893
1996,michael_schumacher,3,1M 35.117S,6,95.117
1996,irvine,4,1M 35.942S,6,95.942
1996,alesi,5,1M 35.754S,6,95.754
1996,hakkinen,6,1M 37.008S,6,97.008
1996,barrichello,7,1M 37.031S,6,97.031
1996,berger,8,1M 36.979S,6,96.979
1996,frentzen,9,1M 36.686S,6,96.686
1996,salo,10,1M 36.819S,6,96.819
1996,verstappen,11,1M 37.13S,6,97.13
1996,panis,12,1M 37.09S,6,97.09
1996,fisichella,13,1M 38.793S,6,98.793
1996,katayama,14,1M 37.824S,6,97.824
1996,diniz,15,1M 38.357S,6,98.357
1996,lamy,16,1M 41.113S,6,101.113
1996,coulthard,17,1M 39.281S,6,99.281
1996,rosset,18,1M 39.287S,6,99.287
1996,villeneuve,1,1M 35.287S,7,95.287
1996,damon_hill,2,1M 35.044S,7,95.044
1996,michael_schumacher,3,1M 35.023S,7,95.023
1996,irvine,4,1M 36.061S,7,96.061
1996,alesi,5,1M 36.196S,7,96.196
1996,hakkinen,6,1M 36.969S,7,96.969
1996,barrichello,7,1M 37.038S,7,97.038
1996,berger,8,1M 37.31S,7,97.31
1996,frentzen,9,1M 37.745S,7,97.745
1996,salo,10,1M 37.67S,7,97.67
1996,verstappen,11,1M 37.484S,7,97.484
1996,panis,12,1M 37.258S,7,97.258
1996,katayama,13,1M 38.857S,7,98.857
1996,fisichella,14,1M 40.31S,7,100.31
1996,diniz,15,1M 37.461S,7,97.461
1996,lamy,16,1M 40.23S,7,100.23
1996,coulthard,17,1M 39.83S,7,99.83
1996,rosset,18,1M 38.195S,7,98.195
1996,villeneuve,1,1M 35.508S,8,95.508
1996,damon_hill,2,1M 35.642S,8,95.642
1996,michael_schumacher,3,1M 35.407S,8,95.407
1996,irvine,4,1M 35.448S,8,95.448
1996,alesi,5,1M 35.519S,8,95.519
1996,hakkinen,6,1M 36.862S,8,96.862
1996,barrichello,7,1M 36.789S,8,96.789
1996,berger,8,1M 36.75S,8,96.75
1996,frentzen,9,1M 37.556S,8,97.556
1996,salo,10,1M 37.12S,8,97.12
1996,verstappen,11,1M 37.15S,8,97.15
1996,panis,12,1M 37.573S,8,97.573
1996,katayama,13,1M 38.15S,8,98.15
1996,fisichella,14,1M 39.398S,8,99.398
1996,diniz,15,1M 37.551S,8,97.551
1996,coulthard,16,1M 39.788S,8,99.788
1996,rosset,17,1M 39.39S,8,99.39
1996,lamy,18,1M 42.438S,8,102.438
1996,villeneuve,1,1M 34.781S,9,94.781
1996,damon_hill,2,1M 34.903S,9,94.903
1996,michael_schumacher,3,1M 35.198S,9,95.198
1996,irvine,4,1M 35.83S,9,95.83
1996,alesi,5,1M 35.732S,9,95.732
1996,hakkinen,6,1M 36.307S,9,96.307
1996,barrichello,7,1M 36.747S,9,96.747
1996,berger,8,1M 36.684S,9,96.684
1996,salo,9,1M 36.415S,9,96.415
1996,frentzen,10,1M 38.868S,9,98.868
1996,verstappen,11,1M 38.733S,9,98.733
1996,panis,12,1M 38.452S,9,98.452
1996,katayama,13,1M 37.962S,9,97.962
1996,fisichella,14,1M 38.911S,9,98.911
1996,diniz,15,1M 38.78S,9,98.78
1996,coulthard,16,1M 38.83S,9,98.83
1996,rosset,17,1M 38.531S,9,98.531
1996,lamy,18,2M 41.692S,9,161.692
1996,villeneuve,1,1M 34.911S,10,94.911
1996,damon_hill,2,1M 34.782S,10,94.782
1996,michael_schumacher,3,1M 35.088S,10,95.088
1996,irvine,4,1M 36.681S,10,96.681
1996,hakkinen,5,1M 36.725S,10,96.725
1996,barrichello,6,1M 36.697S,10,96.697
1996,berger,7,1M 36.813S,10,96.813
1996,salo,8,1M 35.645S,10,95.645
1996,frentzen,9,1M 37.257S,10,97.257
1996,verstappen,10,1M 37.734S,10,97.734
1996,panis,11,1M 37.724S,10,97.724
1996,katayama,12,1M 37.807S,10,97.807
1996,fisichella,13,1M 39.096S,10,99.096
1996,diniz,14,1M 39.022S,10,99.022
1996,coulthard,15,1M 38.232S,10,98.232
1996,rosset,16,1M 38.247S,10,98.247
1996,lamy,17,1M 53.845S,10,113.845
1996,villeneuve,1,1M 34.29S,11,94.29
1996,damon_hill,2,1M 34.544S,11,94.544
1996,michael_schumacher,3,1M 34.631S,11,94.631
1996,irvine,4,1M 35.669S,11,95.669
1996,hakkinen,5,1M 36.565S,11,96.565
1996,barrichello,6,1M 36.082S,11,96.082
1996,berger,7,1M 36.269S,11,96.269
1996,salo,8,1M 35.804S,11,95.804
1996,frentzen,9,1M 37.576S,11,97.576
1996,verstappen,10,1M 36.908S,11,96.908
1996,panis,11,1M 38.352S,11,98.352
1996,katayama,12,1M 38.203S,11,98.203
1996,fisichella,13,1M 39.024S,11,99.024
1996,diniz,14,1M 37.382S,11,97.382
1996,coulthard,15,1M 38.339S,11,98.339
1996,rosset,16,1M 38.013S,11,98.013
1996,lamy,17,1M 43.01S,11,103.01
1996,villeneuve,1,1M 35.006S,12,95.006
1996,damon_hill,2,1M 34.655S,12,94.655
1996,michael_schumacher,3,1M 34.31S,12,94.31
1996,irvine,4,1M 35.309S,12,95.309
1996,hakkinen,5,1M 36.305S,12,96.305
1996,barrichello,6,1M 36.39S,12,96.39
1996,berger,7,1M 36.23S,12,96.23
1996,salo,8,1M 35.711S,12,95.711
1996,frentzen,9,1M 37.689S,12,97.689
1996,verstappen,10,1M 37.989S,12,97.989
1996,panis,11,1M 37.342S,12,97.342
1996,katayama,12,1M 37.81S,12,97.81
1996,fisichella,13,1M 38.927S,12,98.927
1996,diniz,14,1M 37.846S,12,97.846
1996,coulthard,15,1M 37.987S,12,97.987
1996,rosset,16,1M 38.326S,12,98.326
1996,lamy,17,1M 40.444S,12,100.444
1996,villeneuve,1,1M 34.436S,13,94.436
1996,damon_hill,2,1M 34.479S,13,94.479
1996,michael_schumacher,3,1M 34.389S,13,94.389
1996,irvine,4,1M 35.284S,13,95.284
1996,hakkinen,5,1M 36.377S,13,96.377
1996,barrichello,6,1M 36.303S,13,96.303
1996,berger,7,1M 36.27S,13,96.27
1996,salo,8,1M 36.451S,13,96.451
1996,frentzen,9,1M 36.728S,13,96.728
1996,verstappen,10,1M 36.649S,13,96.649
1996,panis,11,1M 36.861S,13,96.861
1996,katayama,12,1M 37.445S,13,97.445
1996,diniz,13,1M 38.461S,13,98.461
1996,fisichella,14,1M 40.722S,13,100.722
1996,coulthard,15,1M 37.746S,13,97.746
1996,rosset,16,1M 37.504S,13,97.504
1996,lamy,17,1M 41.822S,13,101.822
1996,villeneuve,1,1M 34.166S,14,94.166
1996,damon_hill,2,1M 34.308S,14,94.308
1996,michael_schumacher,3,1M 34.302S,14,94.302
1996,irvine,4,1M 35.59S,14,95.59
1996,hakkinen,5,1M 36.321S,14,96.321
1996,barrichello,6,1M 36.493S,14,96.493
1996,berger,7,1M 36.432S,14,96.432
1996,salo,8,1M 36.312S,14,96.312
1996,frentzen,9,1M 36.563S,14,96.563
1996,panis,10,1M 36.415S,14,96.415
1996,katayama,11,1M 38.552S,14,98.552
1996,diniz,12,1M 38.807S,14,98.807
1996,fisichella,13,1M 38.972S,14,98.972
1996,coulthard,14,1M 38.319S,14,98.319
1996,rosset,15,1M 38.298S,14,98.298
1996,verstappen,16,2M 6.205S,14,126.205
1996,lamy,17,1M 40.672S,14,100.672
1996,villeneuve,1,1M 34.474S,15,94.474
1996,damon_hill,2,1M 34.461S,15,94.461
1996,michael_schumacher,3,1M 34.39S,15,94.39
1996,irvine,4,1M 35.266S,15,95.266
1996,hakkinen,5,1M 36.691S,15,96.691
1996,barrichello,6,1M 36.446S,15,96.446
1996,berger,7,1M 36.363S,15,96.363
1996,salo,8,1M 36.208S,15,96.208
1996,frentzen,9,1M 36.417S,15,96.417
1996,panis,10,1M 36.181S,15,96.181
1996,katayama,11,1M 37.559S,15,97.559
1996,diniz,12,1M 37.837S,15,97.837
1996,fisichella,13,1M 38.7S,15,98.7
1996,coulthard,14,1M 37.981S,15,97.981
1996,rosset,15,1M 37.906S,15,97.906
1996,verstappen,16,1M 40.04S,15,100.04
1996,lamy,17,1M 40.322S,15,100.322
1996,villeneuve,1,1M 34.157S,16,94.157
1996,damon_hill,2,1M 34.231S,16,94.231
1996,michael_schumacher,3,1M 34.223S,16,94.223
1996,irvine,4,1M 35.378S,16,95.378
1996,hakkinen,5,1M 36.098S,16,96.098
1996,barrichello,6,1M 36.181S,16,96.181
1996,berger,7,1M 36.325S,16,96.325
1996,frentzen,8,1M 36.347S,16,96.347
1996,panis,9,1M 35.982S,16,95.982
1996,katayama,10,1M 37.203S,16,97.203
1996,salo,11,2M 6.238S,16,126.238
1996,diniz,12,1M 37.448S,16,97.448
1996,fisichella,13,1M 38.775S,16,98.775
1996,coulthard,14,1M 38.168S,16,98.168
1996,rosset,15,1M 38.162S,16,98.162
1996,lamy,16,1M 42.165S,16,102.165
1996,villeneuve,1,1M 34.069S,17,94.069
1996,damon_hill,2,1M 34.338S,17,94.338
1996,michael_schumacher,3,1M 34.617S,17,94.617
1996,irvine,4,1M 35.337S,17,95.337
1996,hakkinen,5,1M 36.369S,17,96.369
1996,barrichello,6,1M 36.37S,17,96.37
1996,berger,7,1M 36.23S,17,96.23
1996,frentzen,8,1M 35.887S,17,95.887
1996,panis,9,1M 36.017S,17,96.017
1996,katayama,10,1M 36.847S,17,96.847
1996,diniz,11,1M 37.855S,17,97.855
1996,salo,12,1M 40.04S,17,100.04
1996,fisichella,13,1M 38.998S,17,98.998
1996,coulthard,14,1M 39.399S,17,99.399
1996,rosset,15,1M 39.723S,17,99.723
1996,lamy,16,1M 39.926S,17,99.926
1996,villeneuve,1,1M 33.989S,18,93.989
1996,damon_hill,2,1M 33.882S,18,93.882
1996,michael_schumacher,3,1M 33.651S,18,93.651
1996,irvine,4,1M 35.1S,18,95.1
1996,hakkinen,5,1M 36.339S,18,96.339
1996,barrichello,6,1M 36.301S,18,96.301
1996,berger,7,1M 36.292S,18,96.292
1996,frentzen,8,1M 35.667S,18,95.667
1996,panis,9,1M 35.525S,18,95.525
1996,katayama,10,1M 36.416S,18,96.416
1996,diniz,11,1M 37.794S,18,97.794
1996,salo,12,1M 37.139S,18,97.139
1996,coulthard,13,1M 37.989S,18,97.989
1996,rosset,14,1M 38.108S,18,98.108
1996,fisichella,15,2M 23.043S,18,143.043
1996,lamy,16,1M 39.333S,18,99.333
1996,villeneuve,1,1M 34.066S,19,94.066
1996,damon_hill,2,1M 33.928S,19,93.928
1996,michael_schumacher,3,1M 33.771S,19,93.771
1996,irvine,4,1M 34.904S,19,94.904
1996,hakkinen,5,1M 35.899S,19,95.899
1996,barrichello,6,1M 36.106S,19,96.106
1996,berger,7,1M 36.186S,19,96.186
1996,frentzen,8,1M 35.885S,19,95.885
1996,katayama,9,1M 37.067S,19,97.067
1996,panis,10,1M 59.345S,19,119.345
1996,diniz,11,1M 38.035S,19,98.035
1996,salo,12,1M 39.078S,19,99.078
1996,coulthard,13,1M 39.476S,19,99.476
1996,rosset,14,1M 38.828S,19,98.828
1996,fisichella,15,1M 43.746S,19,103.746
1996,lamy,16,1M 42.375S,19,102.375
1996,villeneuve,1,1M 34.142S,20,94.142
1996,damon_hill,2,1M 34.278S,20,94.278
1996,irvine,3,1M 35.074S,20,95.074
1996,michael_schumacher,4,2M 1.619S,20,121.619
1996,hakkinen,5,1M 36.54S,20,96.54
1996,barrichello,6,1M 36.305S,20,96.305
1996,berger,7,1M 36.408S,20,96.408
1996,katayama,8,1M 36.937S,20,96.937
1996,panis,9,1M 39.767S,20,99.767
1996,salo,10,1M 37.682S,20,97.682
1996,frentzen,11,2M 12.864S,20,132.864
1996,coulthard,12,1M 39.373S,20,99.373
1996,rosset,13,1M 39.713S,20,99.713
1996,diniz,14,2M 11.342S,20,131.342
1996,fisichella,15,1M 42.178S,20,102.178
1996,lamy,16,1M 39.903S,20,99.903
1996,villeneuve,1,1M 36.817S,21,96.817
1996,damon_hill,2,1M 36.438S,21,96.438
1996,irvine,3,1M 36.173S,21,96.173
1996,michael_schumacher,4,1M 39.239S,21,99.239
1996,hakkinen,5,1M 36.869S,21,96.869
1996,barrichello,6,1M 36.761S,21,96.761
1996,berger,7,1M 36.734S,21,96.734
1996,katayama,8,1M 37.465S,21,97.465
1996,panis,9,1M 34.767S,21,94.767
1996,salo,10,1M 36.161S,21,96.161
1996,frentzen,11,1M 41.874S,21,101.874
1996,coulthard,12,1M 38.077S,21,98.077
1996,rosset,13,1M 40.725S,21,100.725
1996,diniz,14,1M 44.787S,21,104.787
1996,fisichella,15,1M 39.998S,21,99.998
1996,lamy,16,1M 39.41S,21,99.41
1996,villeneuve,1,1M 35.784S,22,95.784
1996,damon_hill,2,1M 35.862S,22,95.862
1996,michael_schumacher,3,1M 34.742S,22,94.742
1996,hakkinen,4,1M 36.393S,22,96.393
1996,barrichello,5,1M 36.516S,22,96.516
1996,berger,6,1M 36.38S,22,96.38
1996,irvine,7,2M 2.417S,22,122.417
1996,katayama,8,1M 36.736S,22,96.736
1996,panis,9,1M 35.546S,22,95.546
1996,salo,10,1M 36.249S,22,96.249
1996,frentzen,11,1M 38.367S,22,98.367
1996,coulthard,12,1M 41.43S,22,101.43
1996,rosset,13,1M 39.412S,22,99.412
1996,diniz,14,1M 40.5S,22,100.5
1996,fisichella,15,1M 39.907S,22,99.907
1996,lamy,16,1M 39.895S,22,99.895
1996,villeneuve,1,1M 35.705S,23,95.705
1996,damon_hill,2,1M 35.59S,23,95.59
1996,michael_schumacher,3,1M 36.444S,23,96.444
1996,hakkinen,4,1M 36.945S,23,96.945
1996,barrichello,5,1M 36.88S,23,96.88
1996,berger,6,1M 36.94S,23,96.94
1996,irvine,7,1M 39.75S,23,99.75
1996,katayama,8,1M 37.254S,23,97.254
1996,panis,9,1M 35.76S,23,95.76
1996,salo,10,1M 36.077S,23,96.077
1996,frentzen,11,1M 41.482S,23,101.482
1996,coulthard,12,1M 37.928S,23,97.928
1996,rosset,13,1M 39.001S,23,99.001
1996,diniz,14,1M 38.538S,23,98.538
1996,fisichella,15,1M 39.026S,23,99.026
1996,lamy,16,1M 39.428S,23,99.428
1996,villeneuve,1,1M 35.222S,24,95.222
1996,damon_hill,2,1M 35.427S,24,95.427
1996,michael_schumacher,3,1M 34.996S,24,94.996
1996,hakkinen,4,1M 36.426S,24,96.426
1996,barrichello,5,1M 36.458S,24,96.458
1996,irvine,6,1M 35.971S,24,95.971
1996,berger,7,1M 59.47S,24,119.47
1996,katayama,8,1M 36.499S,24,96.499
1996,panis,9,1M 35.563S,24,95.563
1996,salo,10,1M 35.985S,24,95.985
1996,frentzen,11,1M 37.23S,24,97.23
1996,coulthard,12,1M 37.862S,24,97.862
1996,rosset,13,1M 38.219S,24,98.219
1996,diniz,14,1M 37.024S,24,97.024
1996,fisichella,15,1M 39.305S,24,99.305
1996,lamy,16,1M 39.572S,24,99.572
1996,villeneuve,1,1M 33.955S,25,93.955
1996,damon_hill,2,1M 33.803S,25,93.803
1996,michael_schumacher,3,1M 34.408S,25,94.408
1996,hakkinen,4,1M 36.19S,25,96.19
1996,irvine,5,1M 35.884S,25,95.884
1996,barrichello,6,2M 3.021S,25,123.021
1996,berger,7,1M 40.481S,25,100.481
1996,katayama,8,1M 39.113S,25,99.113
1996,panis,9,1M 35.674S,25,95.674
1996,salo,10,1M 35.8S,25,95.8
1996,frentzen,11,1M 37.594S,25,97.594
1996,rosset,12,1M 37.17S,25,97.17
1996,diniz,13,1M 37.59S,25,97.59
1996,fisichella,14,1M 39.404S,25,99.404
1996,lamy,15,1M 42.28S,25,102.28
1996,villeneuve,1,1M 33.633S,26,93.633
1996,damon_hill,2,1M 34.02S,26,94.02
1996,michael_schumacher,3,1M 34.081S,26,94.081
1996,hakkinen,4,1M 36.058S,26,96.058
1996,irvine,5,1M 35.729S,26,95.729
1996,berger,6,1M 34.757S,26,94.757
1996,barrichello,7,1M 39.756S,26,99.756
1996,panis,8,1M 39.082S,26,99.082
1996,katayama,9,1M 40.206S,26,100.206
1996,salo,10,1M 35.96S,26,95.96
1996,frentzen,11,1M 37.536S,26,97.536
1996,rosset,12,1M 37.186S,26,97.186
1996,diniz,13,1M 37.18S,26,97.18
1996,fisichella,14,1M 39.646S,26,99.646
1996,lamy,15,1M 41.37S,26,101.37
1996,villeneuve,1,1M 33.421S,27,93.421
1996,damon_hill,2,1M 33.621S,27,93.621
1996,michael_schumacher,3,1M 36.842S,27,96.842
1996,hakkinen,4,1M 35.885S,27,95.885
1996,irvine,5,1M 36.087S,27,96.087
1996,berger,6,1M 35.382S,27,95.382
1996,barrichello,7,1M 35.064S,27,95.064
1996,panis,8,1M 36.594S,27,96.594
1996,salo,9,1M 37.273S,27,97.273
1996,frentzen,10,1M 37.036S,27,97.036
1996,rosset,11,1M 38.111S,27,98.111
1996,katayama,12,2M 13.267S,27,133.267
1996,diniz,13,1M 37.349S,27,97.349
1996,fisichella,14,1M 39.38S,27,99.38
1996,lamy,15,1M 39.437S,27,99.437
1996,villeneuve,1,1M 33.854S,28,93.854
1996,damon_hill,2,1M 33.784S,28,93.784
1996,michael_schumacher,3,1M 36.526S,28,96.526
1996,hakkinen,4,1M 36.387S,28,96.387
1996,irvine,5,1M 36.549S,28,96.549
1996,berger,6,1M 37.026S,28,97.026
1996,barrichello,7,1M 35.646S,28,95.646
1996,panis,8,1M 36.651S,28,96.651
1996,salo,9,1M 39.052S,28,99.052
1996,frentzen,10,1M 36.918S,28,96.918
1996,katayama,11,1M 43.683S,28,103.683
1996,diniz,12,1M 37.824S,28,97.824
1996,rosset,13,2M 11.015S,28,131.015
1996,fisichella,14,1M 40.68S,28,100.68
1996,lamy,15,1M 39.397S,28,99.397
1996,villeneuve,1,1M 34.793S,29,94.793
1996,damon_hill,2,1M 34.491S,29,94.491
1996,michael_schumacher,3,1M 38.304S,29,98.304
1996,hakkinen,4,1M 35.964S,29,95.964
1996,irvine,5,1M 35.538S,29,95.538
1996,berger,6,1M 35.897S,29,95.897
1996,barrichello,7,1M 36.611S,29,96.611
1996,panis,8,1M 35.689S,29,95.689
1996,salo,9,1M 36.335S,29,96.335
1996,frentzen,10,1M 37.003S,29,97.003
1996,katayama,11,1M 42.528S,29,102.528
1996,diniz,12,1M 37.862S,29,97.862
1996,rosset,13,1M 45.276S,29,105.276
1996,fisichella,14,1M 40.684S,29,100.684
1996,lamy,15,1M 42.604S,29,102.604
1996,damon_hill,1,1M 34.364S,30,94.364
1996,villeneuve,2,2M 7.341S,30,127.341
1996,michael_schumacher,3,1M 39.485S,30,99.485
1996,irvine,4,1M 35.364S,30,95.364
1996,berger,5,1M 35.677S,30,95.677
1996,hakkinen,6,2M 6.391S,30,126.391
1996,panis,7,1M 36.042S,30,96.042
1996,salo,8,1M 36.295S,30,96.295
1996,frentzen,9,1M 37.312S,30,97.312
1996,katayama,10,1M 41.186S,30,101.186
1996,diniz,11,1M 38.939S,30,98.939
1996,rosset,12,1M 39.696S,30,99.696
1996,fisichella,13,1M 41.807S,30,101.807
1996,lamy,14,2M 13.584S,30,133.584
1996,damon_hill,1,1M 33.678S,31,93.678
1996,villeneuve,2,1M 39.977S,31,99.977
1996,michael_schumacher,3,1M 39.354S,31,99.354
1996,irvine,4,1M 35.629S,31,95.629
1996,berger,5,1M 35.124S,31,95.124
1996,hakkinen,6,1M 42.337S,31,102.337
1996,salo,7,1M 36.042S,31,96.042
1996,frentzen,8,1M 36.521S,31,96.521
1996,panis,9,2M 8.411S,31,128.411
1996,katayama,10,1M 39.247S,31,99.247
1996,diniz,11,1M 37.237S,31,97.237
1996,rosset,12,1M 39.36S,31,99.36
1996,fisichella,13,1M 40.237S,31,100.237
1996,lamy,14,1M 47.81S,31,107.81
1996,damon_hill,1,2M 9.739S,32,129.739
1996,villeneuve,2,1M 34.597S,32,94.597
1996,irvine,3,1M 36.504S,32,96.504
1996,berger,4,1M 35.208S,32,95.208
1996,hakkinen,5,1M 37.261S,32,97.261
1996,salo,6,1M 36.295S,32,96.295
1996,frentzen,7,1M 36.545S,32,96.545
1996,panis,8,1M 41.077S,32,101.077
1996,michael_schumacher,9,3M 2.162S,32,182.162
1996,katayama,10,1M 38.06S,32,98.06
1996,rosset,11,1M 40.435S,32,100.435
1996,diniz,12,2M 8.622S,32,128.622
1996,fisichella,13,1M 41.584S,32,101.584
1996,lamy,14,1M 40.38S,32,100.38
1996,villeneuve,1,1M 35.887S,33,95.887
1996,damon_hill,2,1M 40.12S,33,100.12
1996,irvine,3,1M 36.36S,33,96.36
1996,berger,4,1M 36.263S,33,96.263
1996,hakkinen,5,1M 37.599S,33,97.599
1996,salo,6,1M 35.813S,33,95.813
1996,frentzen,7,1M 36.484S,33,96.484
1996,panis,8,1M 37.722S,33,97.722
1996,katayama,9,1M 38.238S,33,98.238
1996,rosset,10,1M 40.527S,33,100.527
1996,diniz,11,1M 45.982S,33,105.982
1996,lamy,12,2M 31.498S,33,151.498
1996,villeneuve,1,1M 37.599S,34,97.599
1996,damon_hill,2,1M 37.126S,34,97.126
1996,irvine,3,1M 35.888S,34,95.888
1996,berger,4,1M 35.366S,34,95.366
1996,hakkinen,5,1M 38.173S,34,98.173
1996,salo,6,1M 36.124S,34,96.124
1996,frentzen,7,1M 36.254S,34,96.254
1996,panis,8,1M 37.236S,34,97.236
1996,katayama,9,1M 39.817S,34,99.817
1996,rosset,10,1M 39.655S,34,99.655
1996,diniz,11,1M 38.753S,34,98.753
1996,lamy,12,1M 46.151S,34,106.151
1996,villeneuve,1,1M 38.922S,35,98.922
1996,damon_hill,2,1M 38.887S,35,98.887
1996,irvine,3,1M 36.604S,35,96.604
1996,berger,4,1M 35.382S,35,95.382
1996,hakkinen,5,1M 37.988S,35,97.988
1996,frentzen,6,1M 36.075S,35,96.075
1996,salo,7,2M 2.556S,35,122.556
1996,panis,8,1M 36.994S,35,96.994
1996,katayama,9,1M 38.306S,35,98.306
1996,rosset,10,1M 38.847S,35,98.847
1996,diniz,11,1M 37.999S,35,97.999
1996,lamy,12,1M 39.344S,35,99.344
1996,villeneuve,1,1M 35.695S,36,95.695
1996,damon_hill,2,1M 35.965S,36,95.965
1996,irvine,3,1M 35S,36,95
1996,berger,4,1M 35.107S,36,95.107
1996,hakkinen,5,1M 37.429S,36,97.429
1996,frentzen,6,1M 35.867S,36,95.867
1996,salo,7,1M 39.896S,36,99.896
1996,panis,8,1M 39.543S,36,99.543
1996,katayama,9,1M 37.476S,36,97.476
1996,rosset,10,1M 39.119S,36,99.119
1996,diniz,11,1M 37.563S,36,97.563
1996,lamy,12,1M 39.61S,36,99.61
1996,villeneuve,1,1M 36.319S,37,96.319
1996,damon_hill,2,1M 36.308S,37,96.308
1996,irvine,3,1M 34.533S,37,94.533
1996,berger,4,1M 35.671S,37,95.671
1996,hakkinen,5,1M 37.315S,37,97.315
1996,frentzen,6,1M 35.743S,37,95.743
1996,salo,7,1M 35.557S,37,95.557
1996,panis,8,1M 38.14S,37,98.14
1996,katayama,9,1M 37.532S,37,97.532
1996,rosset,10,1M 38.712S,37,98.712
1996,diniz,11,1M 37.394S,37,97.394
1996,lamy,12,3M 34.469S,37,214.469
1996,villeneuve,1,1M 35.376S,38,95.376
1996,damon_hill,2,1M 35.21S,38,95.21
1996,irvine,3,1M 34.884S,38,94.884
1996,berger,4,1M 34.823S,38,94.823
1996,hakkinen,5,1M 37.537S,38,97.537
