Fighter,Opponent,Result,Event,Event_date,Method,Referee,Round,Time
Dan Hardy,Forrest Petz,loss,FF 2 - Fightfest 2,Apr / 14 / 2006,Decision (Unanimous),N/A,5,5:00
Dan Hardy,Diego Gonzalez,win,CWFC - Cage Warriors 21: Strike Force 5,Mar / 25 / 2006,TKO (Doctor Stoppage),N/A,3,0:19
Dan Hardy,Matt Thorpe,win,CWFC - Cage Warriors 17: Strike Force 4,Nov / 26 / 2005,Decision (Split),N/A,5,5:00
Dan Hardy,Diego Gonzalez,NC,CWFC - Cage Warriors 16: Strike Force 3,Oct / 01 / 2005,No Contest,N/A,2,1:19
Dan Hardy,Sami Berik,win,CWFC - Cage Warriors 15: Quest 3,Sep / 17 / 2005,Decision (Unanimous),N/A,3,5:00
Dan Hardy,Lautaro Arborelo,win,CWFC - Cage Warriors 13: Strike Force 2,Jul / 16 / 2005,TKO (Punches),N/A,3,3:52
Dan Hardy,Alexandre Izidro,win,KOTC - Warzone,Jun / 24 / 2005,Decision (Unanimous),N/A,2,5:00
Dan Hardy,Stu Barrs,win,UK - Storm,Jun / 18 / 2005,TKO (Punches),N/A,2,2:44
Dan Hardy,David Baron,loss,CWFC - Cage Warriors 12: Strike Force,May / 21 / 2005,Submission (Triangle Choke),Grant Waterman,3,3:10
Dan Hardy,Andy Walker,win,CWFC - Cage Warriors 10: Quest 1,Apr / 08 / 2005,TKO (Punches),N/A,1,3:26
Dan Hardy,Lee Doski,win,FC UK 1 - Fight Club UK 1,Jan / 29 / 2005,Submission (Injury),N/A,2,N/A
Dan Hardy,Aaron Barrow,win,CWFC 9 - Xtreme Xmas,Dec / 18 / 2004,KO (Head Kick and Punches),Grant Waterman,1,0:13
Dan Hardy,Pat Healy,loss,AFC 10 - Absolute Fighting Championships 10,Oct / 30 / 2004,Submission (Guillotine Choke),Marco Lopez,1,3:50
Dan Hardy,Andy Melia,win,CWFC 8 - Cage Warriors 8: Brutal Force,Sep / 18 / 2004,TKO (Submission to Punches),Grant Waterman,2,3:55
Dan Hardy,Paul Jenkins,win,FCFN 2 - Full Contact Fight Night 2,Aug / 14 / 2004,Decision (Majority),N/A,3,5:00
Dan Hardy,Lee Doski,loss,EB 7 - Extreme Brawl 7,Jun / 06 / 2004,Submission (Rear-Naked Choke),N/A,2,4:59
Dan Henderson,Michael Bisping,loss,UFC 204 - Bisping vs. Henderson 2,Oct / 08 / 2016,Decision (Unanimous),Yves Lavigne,5,5:00
Dan Henderson,Hector Lombard,win,UFC 199 - Rockhold vs. Bisping 2,Jun / 04 / 2016,KO (Elbow),Herb Dean,2,1:27
Dan Henderson,Vitor Belfort,loss,UFC Fight Night 77 - Belfort vs. Henderson 3,Nov / 07 / 2015,KO (Punches),Mario Yamasaki,1,2:07
Dan Henderson,Tim Boetsch,win,UFC Fight Night 68 - Boetsch vs. Henderson,Jun / 06 / 2015,KO (Punches),John McCarthy,1,0:28
Dan Henderson,Gegard Mousasi,loss,UFC on Fox 14 - Gustafsson vs. Johnson,Jan / 24 / 2015,TKO (Punches),Leon Roberts,1,1:10
Dan Henderson,Daniel Cormier,loss,UFC 173 - Barao vs. Dillashaw,May / 24 / 2014,Technical Submission (Rear-Naked Choke),Yves Lavigne,3,3:53
Dan Henderson,Mauricio Rua,win,UFC Fight Night 38 - Shogun vs. Henderson 2,Mar / 23 / 2014,TKO (Punches),Herb Dean,3,1:31
Dan Henderson,Vitor Belfort,loss,UFC Fight Night 32 - Belfort vs. Henderson,Nov / 09 / 2013,KO (Head Kick),Dan Miragliotta,1,1:17
Dan Henderson,Rashad Evans,loss,UFC 161 - Evans vs. Henderson,Jun / 15 / 2013,Decision (Split),Herb Dean,3,5:00
Dan Henderson,Lyoto Machida,loss,UFC 157 - Rousey vs. Carmouche,Feb / 23 / 2013,Decision (Split),Herb Dean,3,5:00
Dan Henderson,Mauricio Rua,win,UFC 139 - Shogun vs. Henderson,Nov / 19 / 2011,Decision (Unanimous),Josh Rosenthal,5,5:00
Dan Henderson,Fedor Emelianenko,win,Strikeforce / M-1 Global - Fedor vs. Henderson,Jul / 30 / 2011,TKO (Punches),Herb Dean,1,4:12
Dan Henderson,Rafael Cavalcante,win,Strikeforce - Feijao vs. Henderson,Mar / 05 / 2011,TKO (Punches),Dan Miragliotta,3,0:50
Dan Henderson,Renato Sobral,win,Strikeforce - Henderson vs. Babalu 2,Dec / 04 / 2010,KO (Punches),John McCarthy,1,1:53
Dan Henderson,Jake Shields,loss,Strikeforce - Nashville,Apr / 17 / 2010,Decision (Unanimous),John McCarthy,5,5:00
Dan Henderson,Michael Bisping,win,UFC 100 - Lesnar vs. Mir 2,Jul / 11 / 2009,KO (Punch),Mario Yamasaki,2,3:20
Dan Henderson,Rich Franklin,win,UFC 93 - Franklin vs. Henderson,Jan / 17 / 2009,Decision (Split),Dan Miragliotta,3,5:00
Dan Henderson,Rousimar Palhares,win,UFC 88 - Breakthrough,Sep / 06 / 2008,Decision (Unanimous),Herb Dean,3,5:00
Dan Henderson,Anderson Silva,loss,UFC 82 - Pride of a Champion,Mar / 01 / 2008,Submission (Rear-Naked Choke),Herb Dean,2,4:52
Dan Henderson,Quinton Jackson,loss,UFC 75 - Champion vs. Champion,Sep / 08 / 2007,Decision (Unanimous),John McCarthy,5,5:00
Dan Henderson,Wanderlei Silva,win,Pride 33 - Second Coming,Feb / 24 / 2007,KO (Punches),Yuji Shimada,3,2:08
Dan Henderson,Vitor Belfort,win,Pride 32 - The Real Deal,Oct / 21 / 2006,Decision (Unanimous),Daisuke Noguchi,3,5:00
Dan Henderson,Kazuo Misaki,loss,Pride - Bushido 12,Aug / 26 / 2006,Decision (Unanimous),N/A,2,5:00
Dan Henderson,Kazuo Misaki,win,Pride - Bushido 10,Apr / 02 / 2006,Decision (Unanimous),N/A,2,5:00
Dan Henderson,Murilo Bustamante,win,Pride FC - Shockwave 2005,Dec / 31 / 2005,Decision (Split),N/A,2,5:00
Dan Henderson,Akihiro Gono,win,Pride - Bushido 9,Sep / 25 / 2005,KO (Punch),N/A,1,7:58
Dan Henderson,Ryo Chonan,win,Pride - Bushido 9,Sep / 25 / 2005,KO (Punch),N/A,1,0:22
Dan Henderson,Antonio Rogerio Nogueira,loss,Pride FC - Total Elimination 2005,Apr / 23 / 2005,Submission (Armbar),N/A,1,8:05
Dan Henderson,Yuki Kondo,win,Pride - Shockwave 2004,Dec / 31 / 2004,Decision (Split),N/A,3,5:00
Dan Henderson,Kazuhiro Nakamura,win,Pride 28 - High Octane,Oct / 31 / 2004,TKO (Shoulder Injury),N/A,1,1:15
Dan Henderson,Murilo Bustamante,win,Pride FC - Final Conflict 2003,Nov / 09 / 2003,TKO (Punches),N/A,1,0:53
Dan Henderson,Shungo Oyama,win,Pride 25 - Body Blow,Mar / 16 / 2003,TKO (Punches),N/A,1,3:28
Dan Henderson,Antonio Rodrigo Nogueira,loss,Pride 24 - Cold Fury 3,Dec / 23 / 2002,Submission (Armbar),N/A,3,1:49
Dan Henderson,Ricardo Arona,loss,Pride 20 - Armed and Ready,Apr / 28 / 2002,Decision (Split),N/A,3,5:00
Dan Henderson,Murilo Rua,win,Pride 17 - Championship Chaos,Nov / 03 / 2001,Decision (Split),N/A,3,5:00
Dan Henderson,Akira Shoji,win,Pride 14 - Clash of the Titans,May / 27 / 2001,TKO (Punches and Knees),N/A,3,3:18
Dan Henderson,Renzo Gracie,win,Pride 13 - Collision Course,Mar / 25 / 2001,KO (Punch),N/A,1,1:40
Dan Henderson,Wanderlei Silva,loss,Pride 12 - Cold Fury,Dec / 23 / 2000,Decision (Unanimous),N/A,3,5:00
Dan Henderson,Renato Sobral,win,Rings - King of Kings 1999 Final,Feb / 26 / 2000,Decision (Majority),N/A,2,5:00
Dan Henderson,Antonio Rodrigo Nogueira,win,Rings - King of Kings 1999 Final,Feb / 26 / 2000,Decision (Split),N/A,3,5:00
Dan Henderson,Gilbert Yvel,win,Rings - King of Kings 1999 Final,Feb / 26 / 2000,Decision (Unanimous),N/A,2,5:00
Dan Henderson,Hiromitsu Kanehara,win,Rings - King of Kings 1999 Block A,Oct / 28 / 1999,Decision (Majority),N/A,2,5:00
Dan Henderson,Bakouri Gogitidze,win,Rings - King of Kings 1999 Block A,Oct / 28 / 1999,TKO (Submission to Knee to the Body),N/A,1,2:17
Dan Henderson,Carlos Newton,win,UFC 17 - Redemption,May / 15 / 1998,Decision (Split),John McCarthy,1,15:00
Dan Henderson,Allan Goes,win,UFC 17 - Redemption,May / 15 / 1998,Decision (Unanimous),Joe Hamilton,1,15:00
Dan Henderson,Eric Smith,win,Brazil Open - '97,Jun / 15 / 1997,Technical Submission (Guillotine Choke),N/A,1,0:30
Dan Henderson,Crezio de Souza,win,Brazil Open - '97,Jun / 15 / 1997,TKO (Punches),N/A,1,5:25
Dan Hooker,Michael Chandler,loss,UFC 257 - Poirier vs. McGregor 2,Jan / 23 / 2021,TKO (Punches),Marc Goddard,1,2:30
Dan Hooker,Dustin Poirier,loss,UFC on ESPN 12 - Poirier vs. Hooker,Jun / 27 / 2020,Decision (Unanimous),Herb Dean,5,5:00
Dan Hooker,Paul Felder,win,UFC Fight Night 168 - Felder vs. Hooker,Feb / 23 / 2020,Decision (Split),Marc Goddard,5,5:00
Dan Hooker,Al Iaquinta,win,UFC 243 - Whittaker vs. Adesanya,Oct / 05 / 2019,Decision (Unanimous),John Sharp,3,5:00
Dan Hooker,James Vick,win,UFC on ESPN 4 - Dos Anjos vs. Edwards,Jul / 20 / 2019,KO (Punch),Kerry Hatley,1,2:33
Dan Hooker,Edson Barboza,loss,UFC on Fox 31 - Iaquinta vs. Lee 2,Dec / 15 / 2018,KO (Punch to the Body),Rob Hinds,3,2:19
Dan Hooker,Gilbert Burns,win,UFC 226 - Miocic vs. Cormier,Jul / 07 / 2018,KO (Punch),Mark Smith,1,2:28
Dan Hooker,Jim Miller,win,UFC Fight Night 128 - Barboza vs. Lee,Apr / 21 / 2018,KO (Knee),Gary Copeland,1,3:00
Dan Hooker,Marc Diakiese,win,UFC 219 - Cyborg vs. Holm,Dec / 30 / 2017,Submission (Guillotine Choke),Herb Dean,3,0:42
Dan Hooker,Ross Pearson,win,UFC Fight Night 110 - Hunt vs. Lewis,Jun / 10 / 2017,KO (Knee),Neil Swailes,2,3:02
Dan Hooker,Jason Knight,loss,UFC Fight Night 101 - Whittaker vs. Brunson,Nov / 26 / 2016,Decision (Unanimous),John Sharp,3,5:00
Dan Hooker,Mark Eddiva,win,UFC Fight Night 85 - Hunt vs. Mir,Mar / 19 / 2016,Submission (Guillotine Choke),Greg Kleynjans,1,1:24
Dan Hooker,Yair Rodriguez,loss,UFC 192 - Cormier vs. Gustafsson,Oct / 03 / 2015,Decision (Unanimous),Kerry Hatley,3,5:00
Dan Hooker,Hatsu Hioki,win,UFC Fight Night 65 - Miocic vs. Hunt,May / 10 / 2015,KO (Head Kick and Punches),John Sharp,2,4:13
Dan Hooker,Maximo Blanco,loss,UFC Fight Night 52 - Hunt vs. Nelson,Sep / 20 / 2014,Decision (Unanimous),Wolf Menninger,3,5:00
Dan Hooker,Ian Entwistle,win,UFC Fight Night 43 - Te Huna vs. Marquardt,Jun / 28 / 2014,TKO (Elbows),Steve Perceval,1,3:34
Dan Hooker,Nick Patterson,win,AFC 6 - Australian Fighting Championship 6,Aug / 24 / 2013,TKO (Punches),Greg Kleynjas,3,0:34
Dan Hooker,Rusty McBride,win,AFC 5 - Australian Fighting Championship 5,May / 10 / 2013,Submission (Rear-Naked Choke),Ignatious Missalidies,1,1:31
Dan Hooker,Sboh Ceeh Khuboni,win,Shuriken MMA - Clash of the Continents,Oct / 13 / 2012,Submission (Triangle Choke),Neil Swailes,1,2:53
Dan Hooker,Chengjie Wu,win,Legend FC - Legend Fighting Championship 9,Jun / 16 / 2012,TKO (Doctor Stoppage),Roger Chau,1,3:44
Dan Hooker,Rusty McBride,win,AFC 3 - Australian Fighting Championship 3,Apr / 14 / 2012,TKO (Doctor Stoppage),Greg Kleynjans,2,3:57
Dan Hooker,Haotian Wu,loss,Legend FC - Legend Fighting Championship 8,Mar / 30 / 2012,Technical Submission (Rear-Naked Choke),Roger Chau,2,4:52
Dan Hooker,Yuma Ishizuka,win,AFC 2 - Lombard vs. Taylor,Sep / 03 / 2011,Decision (Unanimous),Greg Kleyjans,3,5:00
Dan Hooker,Scott MacGregor,win,SFC 8 - Triple Threat,Jul / 30 / 2011,Submission (Guillotine Choke),Chris Easley,1,4:42
Dan Hooker,Rob Lisita,loss,SCF 6 - Southern Supremacy,Jul / 03 / 2010,Decision (Split),N/A,3,5:00
Dan Hooker,Sonny Brown,loss,Rize 4 - Crowning Glory,Mar / 27 / 2010,Submission (Rear-Naked Choke),Steve Perceval,2,2:00
Dan Hooker,Ken Yasuda,win,Rize 3 - Ascension,Dec / 05 / 2009,TKO (Eye Injury),N/A,1,3:12
Dan Hooker,Adam Calver,win,SCF 4 - Legends Rise,Nov / 14 / 2009,Submission (Armbar),Matt Te Paa,1,2:52
Dan Hooker,Adam Calver,loss,SCF 3 - Supremacy Cage Fighting 3,Jul / 25 / 2009,Decision (Split),N/A,3,5:00
Dan Hooker,Mike Taylor,win,SCF 2 - Supremacy Cage Fighting 2,Mar / 07 / 2009,Submission (Rear-Naked Choke),N/A,1,0:48
Dan Ige,Chan Sung Jung,loss,UFC on ESPN 25 - Korean Zombie vs. Ige,Jun / 19 / 2021,Decision (Unanimous),Herb Dean,5,5:00
Dan Ige,Gavin Tucker,win,UFC Fight Night 187 - Edwards vs. Muhammad,Mar / 13 / 2021,KO (Punch),Mike Beltran,1,0:22
Dan Ige,Calvin Kattar,loss,UFC on ESPN 13 - Kattar vs. Ige,Jul / 15 / 2020,Decision (Unanimous),Herb Dean,5,5:00
Dan Ige,Edson Barboza,win,UFC on ESPN 8 - Overeem vs. Harris,May / 16 / 2020,Decision (Split),Jason Herzog,3,5:00
Dan Ige,Mirsad Bektic,win,UFC 247 - Jones vs. Reyes,Feb / 08 / 2020,Decision (Split),Kerry Hatley,3,5:00
Dan Ige,Kevin Aguilar,win,UFC Fight Night 154 - Moicano vs. The Korean Zombie,Jun / 22 / 2019,Decision (Unanimous),Jimmy Neely,3,5:00
Dan Ige,Danny Henry,win,UFC Fight Night 147 - Till vs. Masvidal,Mar / 16 / 2019,Submission (Rear-Naked Choke),Marc Goddard,1,1:17
Dan Ige,Jordan Griffin,win,UFC on Fox 31 - Iaquinta vs. Lee 2,Dec / 15 / 2018,Decision (Unanimous),Joe Fipp,3,5:00
Dan Ige,Mike Santiago,win,UFC 225 - Whittaker vs. Romero 2,Jun / 09 / 2018,TKO (Punches),Kevin MacDonald,1,0:50
Dan Ige,Julio Arce,loss,UFC 220 - Miocic vs. Ngannou,Jan / 20 / 2018,Decision (Unanimous),Kevin MacDonald,3,5:00
Dan Ige,Luis Gomez,win,Dana White's Tuesday Night Contender Series - Season 1,,,,,
Dan Ige,Ronildo Augusto Braga,win,Titan FC 44 - Torres vs. Sharipov,May / 19 / 2017,Decision (Unanimous),Mike Cardosa,3,5:00
Dan Ige,Fernando Padilla,win,CFFC 64 - Sayles vs. Aguilera,Mar / 25 / 2017,Decision (Unanimous),N/A,3,5:00
Dan Ige,Diego Pichilingue,win,LFC 62 - Legacy Fighting Championship 62,Nov / 11 / 2016,Submission (Kimura),Kevin Nix,2,0:52
Dan Ige,Craig Campbell,win,LFC 57 - Legacy Fighting Championship 57,Jul / 01 / 2016,TKO (Punches),Jordan Bass,1,3:31
Dan Ige,James Jones,win,SF - Shogun Fights 14,Apr / 16 / 2016,TKO (Doctor Stoppage),Kevin Mulhall,1,3:56
Dan Ige,Taichi Nakajima,loss,Pancrase - 272,Nov / 28 / 2015,Decision (Split),N/A,3,5:00
Dan Ige,Ian Millan,win,RFA 23 - Murphy vs. Ware,Feb / 06 / 2015,Submission (Rear-Naked Choke),Herb Dean,1,1:51
Dan Ige,Spencer Higa,win,SEC - Star Elite Cage Fighting,Jun / 14 / 2014,Submission (Armbar),Dayne Furuta,3,3:07
Dan Moret,Goiti Yamauchi,win,Bellator 256 - Bader vs. Machida 2,Apr / 09 / 2021,Decision (Split),Dan Miragliotta,3,5:00
Dan Moret,Anton Kuivanen,win,ADW - UAE Warriors 9,Nov / 29 / 2019,TKO (Punches),Blake Grice,2,4:59
Dan Moret,Jared Gordon,loss,UFC on ESPN 3 - Ngannou vs. Dos Santos,Jun / 29 / 2019,Decision (Unanimous),Herb Dean,3,5:00
Dan Moret,Alex White,loss,UFC Fight Night 146 - Lewis vs. Dos Santos,Mar / 09 / 2019,Decision (Unanimous),Marcio Laselva,3,5:00
Dan Moret,Gilbert Burns,loss,UFC on Fox 29 - Poirier vs. Gaethje,Apr / 14 / 2018,KO (Punches),Nick Jones,2,0:59
Dan Moret,Alonzo Martinez,win,VFC 59 - Stots vs. Berdon,Dec / 16 / 2017,Submission (Rear-Naked Choke),Dave Jobeun,1,1:39
Dan Moret,Derrick Adkins,win,LFA 15 - Odoms vs. Vanderaa,Jun / 30 / 2017,Submission (Arm-Triangle Choke),N/A,3,4:59
Dan Moret,Raoni Barcelos,loss,RFA 45 - Meerschaert vs. Waldon,Oct / 28 / 2016,KO (Punches),Merrick Morlan,2,0:51
Dan Moret,Alex Gilpin,win,RFA 40 - Sklavos vs. Camus,Jul / 15 / 2016,Decision (Split),Travis Metteer,3,5:00
Dan Moret,Josh Wick,win,RFA 36 - Camus vs. Brown,Mar / 04 / 2016,Decision (Unanimous),N/A,3,5:00
Dan Moret,Mike Plazola,win,Driller Promotions - Mecca 7,Jan / 16 / 2016,Submission (Guillotine Choke),N/A,2,0:41
Dan Moret,Jay Ellis,win,KOTC - Power Surge,Aug / 22 / 2015,Submission (Triangle Choke),N/A,1,1:38
Dan Moret,Bobby Moffett,loss,RFA 24 - Smith vs. Romero,Mar / 06 / 2015,Decision (Unanimous),Joe Fipp,3,5:00
Dan Moret,Jordan Griffin,win,RFA 19 - Checco vs. Collier,Oct / 10 / 2014,Submission (Rear-Naked Choke),Jeremy Ryder,1,3:09
Dan Moret,Luke Sanders,loss,RFA 13 - Cochrane vs. Escudero,Mar / 07 / 2014,Decision (Unanimous),Dave Jobeun,3,5:00
Dan Moret,Jose Pacheco,win,Driller Promotions / SEG - Caged Chaos at Canterbury Park 4,Dec / 14 / 2013,Submission (Choke),N/A,2,3:17
Dan Moret,Jose Pacheco,win,RFA 8 - Pettis vs. Pegg,Jun / 21 / 2013,Decision (Unanimous),Al Wichgers,3,5:00
Dan Moret,Stephen Watt,win,Driller Promotions / SEG - Caged Chaos at Canterbury Park 2,Apr / 27 / 2013,Decision (Unanimous),N/A,3,5:00
Dan Moret,Damien Hill,win,Driller Promotions / SEG - Throwdown at the Crowne 1,Sep / 08 / 2012,Submission (Rear-Naked Choke),N/A,1,1:00
Dan Moret,Starr Roberts Jr.,win,Driller Promotions / SEG - Downtown Showdown 6,Jun / 22 / 2012,TKO (Punches),N/A,1,1:24
Dan Moret,John Milledge,win,Brutaal - Fight Night,Feb / 18 / 2012,Submission (Punches),Rick Tasler,1,1:30
Danaa Batgerel,Kevin Natividad,win,UFC 261 - Usman vs. Masvidal 2,Apr / 24 / 2021,TKO (Punches),Herb Dean,1,0:50
Danaa Batgerel,Guido Cannetti,win,UFC 248 - Adesanya vs. Romero,Mar / 07 / 2020,KO (Punches),Chris Tognoni,1,3:01
Danaa Batgerel,Heili Alateng,loss,UFC Fight Night 157 - Andrade vs. Zhang,Aug / 31 / 2019,Decision (Unanimous),Steve Perceval,3,5:00
Danaa Batgerel,Haitao Ti,win,Mongol FC 2 - Mongol Fighting Championship 2,Jun / 22 / 2019,Submission (Rear-Naked Choke),Batbayar Bayarsaikhan,1,3:05
Danaa Batgerel,Sukhbold Sodnomdorj,win,MGL-1 Fighting Championship - MGL-1 FC 11,Jun / 30 / 2018,KO (Knee to the Body),Darkhijav Altankhuu,1,1:40
Danaa Batgerel,Aldar Budanaev,win,Baikal Fighting Championship - Selection 5: Steel Battle,May / 12 / 2018,TKO (Elbows and Punches),N/A,2,1:18
Danaa Batgerel,Baasankhuu Damnlanpurev,loss,MGL-1 - MGL-1 FC 7,Nov / 28 / 2015,Decision (Unanimous),Darkhijav Altankhuu,3,5:00
Danaa Batgerel,Rijirigala Amu,win,RUFF 12 - Ranik Ultimate Fighting Federation 12,Mar / 29 / 2014,Submission (Rear-Naked Choke),N/A,2,N/A
Danaa Batgerel,Kai Kara France,win,Legend FC - Legend Fighting Championship 11,Apr / 27 / 2013,Decision (Unanimous),N/A,3,5:00
Danaa Batgerel,Jazor Ablasi,win,Legend FC - Legend Fighting Championship 8,Mar / 30 / 2012,Decision (Majority),Gene Yu,3,5:00
Danaa Batgerel,Vincent Siu,win,Legend FC - Legend Fighting Championship 6,Oct / 30 / 2011,TKO (Punches),Warren Wang,1,3:39
Daniel Cormier,Stipe Miocic,loss,UFC 252 - Miocic vs. Cormier 3,Aug / 15 / 2020,Decision (Unanimous),Marc Goddard,5,5:00
Daniel Cormier,Stipe Miocic,loss,UFC 241 - Cormier vs. Miocic 2,Aug / 17 / 2019,TKO (Punches),Herb Dean,4,4:09
Daniel Cormier,Derrick Lewis,win,UFC 230 - Cormier vs. Lewis,Nov / 03 / 2018,Submission (Rear-Naked Choke),Herb Dean,2,2:14
Daniel Cormier,Stipe Miocic,win,UFC 226 - Miocic vs. Cormier,Jul / 07 / 2018,KO (Punches),Marc Goddard,1,4:33
Daniel Cormier,Volkan Oezdemir,win,UFC 220 - Miocic vs. Ngannou,Jan / 20 / 2018,TKO (Punches),Kevin MacDonald,2,2:00
Daniel Cormier,Jon Jones,NC,UFC 214 - Cormier vs. Jones 2,Jul / 29 / 2017,No Contest (Overturned by CSAC),John McCarthy,3,3:01
Daniel Cormier,Anthony Johnson,win,UFC 210 - Cormier vs. Johnson 2,Apr / 08 / 2017,Submission (Rear-Naked Choke),John McCarthy,2,3:37
Daniel Cormier,Anderson Silva,win,UFC 200 - Tate vs. Nunes,Jul / 09 / 2016,Decision (Unanimous),John McCarthy,3,5:00
Daniel Cormier,Alexander Gustafsson,win,UFC 192 - Cormier vs. Gustafsson,Oct / 03 / 2015,Decision (Split),Herb Dean,5,5:00
Daniel Cormier,Anthony Johnson,win,UFC 187 - Johnson vs. Cormier,May / 23 / 2015,Submission (Rear-Naked Choke),John McCarthy,3,2:39
Daniel Cormier,Jon Jones,loss,UFC 182 - Jones vs. Cormier,Jan / 03 / 2015,Decision (Unanimous),Herb Dean,5,5:00
Daniel Cormier,Dan Henderson,win,UFC 173 - Barao vs. Dillashaw,May / 24 / 2014,Technical Submission (Rear-Naked Choke),Yves Lavigne,3,3:53
Daniel Cormier,Patrick Cummins,win,UFC 170 - Rousey vs. McMann,Feb / 22 / 2014,TKO (Punches),Mario Yamasaki,1,1:19
Daniel Cormier,Roy Nelson,win,UFC 166 - Velasquez vs. Dos Santos 3,Oct / 19 / 2013,Decision (Unanimous),Jacob Montalvo,3,5:00
Daniel Cormier,Frank Mir,win,UFC on Fox 7 - Henderson vs. Melendez,Apr / 20 / 2013,Decision (Unanimous),Herb Dean,3,5:00
Daniel Cormier,Dion Staring,win,Strikeforce - Marquardt vs. Saffiedine,Jan / 12 / 2013,TKO (Punches),John McCarthy,2,4:02
Daniel Cormier,Josh Barnett,win,Strikeforce - Barnett vs. Cormier,May / 19 / 2012,Decision (Unanimous),Josh Rosenthal,5,5:00
Daniel Cormier,Antonio Silva,win,Strikeforce - Barnett vs. Kharitonov,Sep / 10 / 2011,KO (Punches),Greg Franklin,1,3:56
Daniel Cormier,Jeff Monson,win,Strikeforce - Overeem vs. Werdum,Jun / 18 / 2011,Decision (Unanimous),Leon Roberts,3,5:00
Daniel Cormier,Devin Cole,win,Strikeforce - Challengers 13,Jan / 07 / 2011,Decision (Unanimous),Greg Franklin,3,5:00
Daniel Cormier,Soa Palelei,win,XMMA - Xtreme MMA 3,Nov / 05 / 2010,TKO (Submission to Punches),N/A,1,0:00
Daniel Cormier,Jason Riley,win,Strikeforce - Houston,Aug / 21 / 2010,TKO (Submission to Punches),Kerry Hatley,1,1:02
Daniel Cormier,Tony Johnson,win,KOTC - Imminent Danger,Aug / 13 / 2010,Submission (Rear-Naked Choke),Cecil Peoples,1,2:27
Daniel Cormier,Lucas Browne,win,XMMA 2 - ANZ vs. USA,Jul / 31 / 2010,TKO (Punches),Kostas Papaioannou,1,4:35
Daniel Cormier,John Devine,win,Strikeforce - Challengers 7,Mar / 26 / 2010,KO (Punch),N/A,1,1:09
Daniel Cormier,Gary Frazier,win,Strikeforce - Challengers 3,Sep / 25 / 2009,TKO (Punches),Kevin Nix,2,3:39
Daniel Pineda,Andre Fili,NC,UFC Fight Night 190 - Gane vs. Volkov,Jun / 26 / 2021,No Contest (Accidental Eye Poke),Herb Dean,2,0:46
Daniel Pineda,Cub Swanson,loss,UFC 256 - Figueiredo vs. Moreno,Dec / 12 / 2020,KO (Punches),Mark Smith,2,1:52
Daniel Pineda,Herbert Burns,win,UFC 252 - Miocic vs. Cormier 3,Aug / 15 / 2020,TKO (Elbows),Mark Smith,2,4:37
Daniel Pineda,Jeremy Kennedy,NC,Professional Fighters League - PFL 8: 2019 Season PFL Playoffs 2,Oct / 17 / 2019,NC (Overturned by NSAC),Jason Herzog,1,4:00
Daniel Pineda,Movlid Khaybulaev,NC,Professional Fighters League - PFL 8: 2019 Season PFL Playoffs 2,Oct / 17 / 2019,NC (Overturned by NSAC),Chris Tognoni,1,0:29
Daniel Pineda,Rey Trujillo,win,Fury FC 32 - Fury Fighting Championship 32,May / 24 / 2019,TKO (Strikes),Joshua Ferraro,1,3:32
Daniel Pineda,Elias Rodriguez,win,Fury FC 28 - Black Tie MMA,Dec / 15 / 2018,Submission (Guillotine Choke),N/A,1,0:51
Daniel Pineda,Dimitre Ivy,win,Fury FC 25 - Fury Fighting Championship 25,Jul / 20 / 2018,Submission (Triangle Choke),N/A,1,1:10
Daniel Pineda,Josh Davila,win,LFA 35 - Newell vs. Luque,Mar / 09 / 2018,TKO,Chris Reed,2,0:58
Daniel Pineda,Georgi Karakhanyan,loss,Bellator 182 - Koreshkov vs. Njokuani,Aug / 25 / 2017,TKO (Doctor Stoppage),Bryan Miner,2,4:05
Daniel Pineda,Mark Dickman,win,Bellator 161 - Kongo vs. Johnson,Sep / 16 / 2016,Submission (Rear-Naked Choke),Nick Wright,3,2:07
Daniel Pineda,Emmanuel Sanchez,loss,Bellator 149 - Shamrock vs. Gracie,Feb / 19 / 2016,Decision (Split),Jacob Montalvo,3,5:00
Daniel Pineda,Jonny Carson,win,LFC 41 - Legacy Fighting Championship 41,Apr / 03 / 2015,Submission (Kimura),Kevin Nix,3,1:45
Daniel Pineda,Thomas Webb,win,LFC 39 - Legacy Fighting Championship 39,Feb / 27 / 2015,Submission (Triangle Choke),Joshua Ferraro,1,0:49
Daniel Pineda,Leonard Garcia,win,LFC 37 - Legacy Fighting Championship 37,Nov / 14 / 2014,Submission (Kimura),Jacob Montalvo,1,1:54
Daniel Pineda,Robert Whiteford,loss,UFC 171 - Hendricks vs. Lawler,Mar / 15 / 2014,Decision (Unanimous),Don Turnage,3,5:00
Daniel Pineda,Diego Brandao,loss,UFC Fight Night 26 - Shogun vs. Sonnen,Aug / 17 / 2013,Decision (Unanimous),Mario Yamasaki,3,5:00
Daniel Pineda,Justin Lawrence,win,UFC - The Ultimate Fighter 17 Finale,Apr / 13 / 2013,Submission (Kimura),Chris Tognoni,1,1:35
Daniel Pineda,Antonio Carvalho,loss,UFC 149 - Faber vs. Barao,Jul / 21 / 2012,KO (Punches),Mario Yamasaki,1,1:11
