Run Date,Event,Gender,Rk,Bib Number,Run,Country Code,Name,Start Time (Rk),Interval 1 Time (Rk),Interval 2 Time (Rk),Interval 3 Time (Rk),Sp (km/h),Speed (mph),Finish Time (Rk),Time Behind,Total Run Time,Medal
2/10/2018,Olympic Games - Pyeongchang,F,1,6,2,GER,GEISENBERGER Natalie,4.329 3,16.337 3,24.221 2,34.907 2,114.8,71.3,46.209 3,+0.077,3:05.232,1
2/11/2018,Olympic Games - Pyeongchang,F,1,6,3,GER,GEISENBERGER Natalie,4.318 3,16.302 2,24.197 1,34.935 1,115.3,71.6,46.28 1,0,3:05.232,1
2/11/2018,Olympic Games - Pyeongchang,F,1,6,4,GER,GEISENBERGER Natalie,4.320 1,16.344 1,24.276 1,35.065 1,112.1,69.6,46.498 2,+0.050,3:05.232,1
2/10/2018,Olympic Games - Pyeongchang,F,2,5,1,GER,EITBERGER Dajana,4.361  8,16.393 7,24.287 4,35.02 4,118.9,73.8,46.381 7,+0.136,3:05.599,2
2/10/2018,Olympic Games - Pyeongchang,F,2,5,2,GER,EITBERGER Dajana,4.359 10,16.354  4,24.238 3,34.916 3,119.9,74.5,46.193 2,+0.061,3:05.599,2
2/11/2018,Olympic Games - Pyeongchang,F,2,5,3,GER,EITBERGER Dajana,4.365  9,16.421 8,24.326 6,35.133 6,120.8,75.1,46.577 7,+0.297,3:05.599,2
2/11/2018,Olympic Games - Pyeongchang,F,2,5,4,GER,EITBERGER Dajana,4.359 6,16.376 2,24.325 2,35.089 2,117.9,73.2,46.448 1,0,3:05.599,2
2/10/2018,Olympic Games - Pyeongchang,F,3,11,1,CAN,GOUGH Alex,4.361  8,16.396 8,24.298 5,35.016 3,111.4,69.2,46.317 2,+0.072,3:05.644,3
2/10/2018,Olympic Games - Pyeongchang,F,3,11,2,CAN,GOUGH Alex,4.345 6,16.354  4,24.262 5,35.002 5,110.1,68.4,46.328 4,+0.196,3:05.644,3
2/11/2018,Olympic Games - Pyeongchang,F,3,11,3,CAN,GOUGH Alex,4.330 4,16.331 3,24.247 3,35.033 3,111.2,69.1,46.425 3,+0.145,3:05.644,3
2/11/2018,Olympic Games - Pyeongchang,F,3,11,4,CAN,GOUGH Alex,4.347 4,16.407 5,24.35 4,35.157 3,111,68.9,46.574 3,+0.126,3:05.644,3
2/10/2018,Olympic Games - Pyeongchang,F,4,2,1,GER,HUEFNER Tatjana,4.302 1,16.288 1,24.215 1,34.956 2,113.7,70.6,46.322 3,+0.077 SR,3:05.713,0
2/10/2018,Olympic Games - Pyeongchang,F,4,2,2,GER,HUEFNER Tatjana,4.323 2,16.325 2,24.241 4,34.968 4,114.3,71,46.339 6,+0.207,3:05.713,0
2/11/2018,Olympic Games - Pyeongchang,F,4,2,3,GER,HUEFNER Tatjana,4.310  1,16.296 1,24.227 2,34.991 2,113,70.2,46.392 2,+0.112,3:05.713,0
2/11/2018,Olympic Games - Pyeongchang,F,4,2,4,GER,HUEFNER Tatjana,4.341 3,16.377 3,24.332 3,35.158 4,111.9,69.5,46.66 5,+0.212,3:05.713,0
2/10/2018,Olympic Games - Pyeongchang,F,5,7,1,CAN,McRAE Kimberley,4.340 5,16.388 6,24.325 8,35.041 6,114.5,71.1,46.339 4,+0.094,3:05.878,0
2/10/2018,Olympic Games - Pyeongchang,F,5,7,2,CAN,McRAE Kimberley,4.352 7,16.437 8,24.387 10,35.118 9,114.8,71.3,46.449 8,+0.317,3:05.878,0
2/11/2018,Olympic Games - Pyeongchang,F,5,7,3,CAN,McRAE Kimberley,4.350 6,16.415 6,24.366 8,35.117 4,114.2,70.9,46.480 4,+0.200,3:05.878,0
2/11/2018,Olympic Games - Pyeongchang,F,5,7,4,CAN,McRAE Kimberley,4.357 5,16.452 8,24.422 9,35.218 5,112.1,69.7,46.610 4,+0.162,3:05.878,0
2/10/2018,Olympic Games - Pyeongchang,F,6,1,1,USA,HAMLIN Erin,4.357 7,16.397 9,24.318 7,35.061 7,113.9,70.8,46.357 6,+0.112,3:05.912,0
2/10/2018,Olympic Games - Pyeongchang,F,6,1,2,USA,HAMLIN Erin,4.392 14,16.464 14,24.349 8,35.041 6,113.3,70.4,46.333 5,+0.201,3:05.912,0
2/11/2018,Olympic Games - Pyeongchang,F,6,1,3,USA,HAMLIN Erin,4.389 15,16.465 13,24.399 12,35.16 10,111.5,69.3,46.506 5,+0.226,3:05.912,0
2/11/2018,Olympic Games - Pyeongchang,F,6,1,4,USA,HAMLIN Erin,4.390 12,16.454 9,24.370 6,35.226 6,107.3,66.6,46.716 8,+0.268,3:05.912,0
2/10/2018,Olympic Games - Pyeongchang,F,7,22,1,ROU,STRAMATURARU Raluca,4.389 17,16.487 14,24.408 12,35.137 8,113,70.2,46.469 8,+0.224,3:06.288,0
2/10/2018,Olympic Games - Pyeongchang,F,7,22,2,ROU,STRAMATURARU Raluca,4.399 16,16.483 16,24.406 14,35.158 13,112.4,69.8,46.532 12,+0.400,3:06.288,0
2/11/2018,Olympic Games - Pyeongchang,F,7,22,3,ROU,STRAMATURARU Raluca,4.385 14,16.453 12,24.374 10,35.157 9,112.3,69.8,46.606 9,+0.326,3:06.288,0
2/11/2018,Olympic Games - Pyeongchang,F,7,22,4,ROU,STRAMATURARU Raluca,4.411 16,16.511 14,24.445 11,35.265 9,119.6,74.3,46.681 6,+0.233,3:06.288,0
2/10/2018,Olympic Games - Pyeongchang,F,8,20,1,KOR,FRISCH Aileen Christina,4.313 2,16.345 3,24.271 3,35.022 5,112.4,69.8,46.350 5,+0.105,3:06.400,0
2/10/2018,Olympic Games - Pyeongchang,F,8,20,2,KOR,FRISCH Aileen Christina,4.334 4,16.374 6,24.310 7,35.061 7,112.5,69.9,46.456 9,+0.324,3:06.400,0
2/11/2018,Olympic Games - Pyeongchang,F,8,20,3,KOR,FRISCH Aileen Christina,4.310  1,16.366 5,24.312 5,35.132 5,111.7,69.4,46.751 13,+0.471,3:06.400,0
2/11/2018,Olympic Games - Pyeongchang,F,8,20,4,KOR,FRISCH Aileen Christina,4.336 2,16.427 6,24.412 8,35.292 11,112.4,69.8,46.843 11,+0.395,3:06.400,0
2/10/2018,Olympic Games - Pyeongchang,F,9,15,1,AUT,EGLE Madeleine,4.385 14,16.465 12,24.415 13,35.249 16,111.2,69.1,46.726 14,+0.481,3:06.609,0
2/10/2018,Olympic Games - Pyeongchang,F,9,15,2,AUT,EGLE Madeleine,4.400 17,16.462 13,24.389 12,35.218 16,115.3,71.6,46.646 14,+0.514,3:06.609,0
2/11/2018,Olympic Games - Pyeongchang,F,9,15,3,AUT,EGLE Madeleine,4.373 12,16.435 9,24.372 9,35.152 8,107.8,67,46.541 6,+0.261,3:06.609,0
2/11/2018,Olympic Games - Pyeongchang,F,9,15,4,AUT,EGLE Madeleine,4.394 13,16.495 13,24.456 12,35.257 8,109.4,68,46.696 7,+0.248,3:06.609,0
2/10/2018,Olympic Games - Pyeongchang,F,10,8,1,ITA,VOETTER Andrea,4.387 15,16.469 13,24.438 14,35.219 11,112.9,70.1,46.577 10,+0.332,3:06.859,0
2/10/2018,Olympic Games - Pyeongchang,F,10,8,2,ITA,VOETTER Andrea,4.403 18,16.500 18,24.453 19,35.179 14,112.9,70.1,46.483 11,+0.351,3:06.859,0
2/11/2018,Olympic Games - Pyeongchang,F,10,8,3,ITA,VOETTER Andrea,4.392 17,16.576 21,24.601 22,35.439 16,112.1,69.7,46.907 15,+0.627,3:06.859,0
2/11/2018,Olympic Games - Pyeongchang,F,10,8,4,ITA,VOETTER Andrea,4.406 15,16.566 17,24.565 17,35.417 16,111.3,69.2,46.892 13,+0.444,3:06.859,0
2/10/2018,Olympic Games - Pyeongchang,F,11,10,1,SUI,KOCHER Martina,4.342 6,16.378 5,24.364 10,35.242 15,115.3,71.6,46.837 17,+0.592,3:06.893,0
2/10/2018,Olympic Games - Pyeongchang,F,11,10,2,SUI,KOCHER Martina,4.368 11,16.390 7,24.306 6,35.122 10,113.8,70.7,46.657 15,+0.525,3:06.893,0
2/11/2018,Olympic Games - Pyeongchang,F,11,10,3,SUI,KOCHER Martina,4.366 11,16.416 7,24.365 7,35.179 11,114,70.8,46.638 11,+0.358,3:06.893,0
2/11/2018,Olympic Games - Pyeongchang,F,11,10,4,SUI,KOCHER Martina,4.363 7,16.401 4,24.367 5,35.230 7,115.7,71.9,46.761 10,+0.313,3:06.893,0
2/10/2018,Olympic Games - Pyeongchang,F,12,16,1,LAT,ZIRNE Ulla,4.414 20,16.539 21,24.457 16,35.175 10,109.9,68.2,46.471 9,+0.226,3:07.102,0
2/10/2018,Olympic Games - Pyeongchang,F,12,16,2,LAT,ZIRNE Ulla,4.413 20,16.491 17,24.412 15,35.111 8,112.7,70,46.409 7,+0.277,3:07.102,0
2/11/2018,Olympic Games - Pyeongchang,F,12,16,3,LAT,ZIRNE Ulla,4.431 23,16.542 20,24.499 17,35.498 18,115.5,71.7,47.327 22,+1.047,3:07.102,0
2/11/2018,Olympic Games - Pyeongchang,F,12,16,4,LAT,ZIRNE Ulla,4.422 17,16.553 16,24.526 15,35.369 14,111.7,69.4,46.895 14,+0.447,3:07.102,0
2/10/2018,Olympic Games - Pyeongchang,F,13,21,1,CAN,APSHKRUM Brooke,4.441 25,16.626 25,24.62 25,35.416 20,109,67.7,46.834 16,+0.589,3:07.561,0
2/10/2018,Olympic Games - Pyeongchang,F,13,21,2,CAN,APSHKRUM Brooke,4.430 25,16.576 24,24.55 24,35.363 22,113.5,70.5,46.839 18,+0.707,3:07.561,0
2/11/2018,Olympic Games - Pyeongchang,F,13,21,3,CAN,APSHKRUM Brooke,4.434 24,16.581 22,24.545 20,35.377 15,112.3,69.8,46.905 14,+0.625,3:07.561,0
2/11/2018,Olympic Games - Pyeongchang,F,13,21,4,CAN,APSHKRUM Brooke,4.433 19,16.594 19,24.6 19,35.476 17,111.8,69.5,46.983 15,+0.535,3:07.561,0
2/10/2018,Olympic Games - Pyeongchang,F,14,3,1,ITA,ROBATSCHER Sandra,4.392 18,16.495 16,24.454 15,35.238 12,112.8,70.1,46.620 12,+0.375,3:07.565,0
2/10/2018,Olympic Games - Pyeongchang,F,14,3,2,ITA,ROBATSCHER Sandra,4.388 13,16.481 15,24.398 13,35.436 24,115,71.5,47.116 24,+0.984,3:07.565,0
2/11/2018,Olympic Games - Pyeongchang,F,14,3,3,ITA,ROBATSCHER Sandra,4.377 13,16.488 15,24.591 21,35.523 21,110.7,68.8,47.083 17,+0.803,3:07.565,0
2/11/2018,Olympic Games - Pyeongchang,F,14,3,4,ITA,ROBATSCHER Sandra,4.379 10,16.471 11,24.458 13,35.272 10,113,70.2,46.746 9,+0.298,3:07.565,0
2/10/2018,Olympic Games - Pyeongchang,F,18,24,1,KOR,SUNG Eunryung,4.380 12,16.500 18,24.501 19,35.354 17,112.6,69.9,46.918 18,+0.673,3:08.250,0
2/10/2018,Olympic Games - Pyeongchang,F,18,24,2,KOR,SUNG Eunryung,4.394 15,16.501 19,24.504 23,35.323 20,112.6,69.9,46.851 20,+0.719,3:08.250,0
2/11/2018,Olympic Games - Pyeongchang,F,18,24,3,KOR,SUNG Eunryung,4.391 16,16.510 16,24.517 18,35.463 17,110.7,68.8,47.205 18,+0.925,3:08.250,0
2/11/2018,Olympic Games - Pyeongchang,F,18,24,4,KOR,SUNG Eunryung,4.402 14,16.538 15,24.579 18,35.546 18,111.3,69.1,47.276 18,+0.828,3:08.250,0
2/10/2018,Olympic Games - Pyeongchang,F,19,4,1,USA,BRITCHER Summer,4.328 3,16.365 4,24.300 6,35.238 12,118,73.3,46.829 15,+0.584,3:08.334,0
2/10/2018,Olympic Games - Pyeongchang,F,19,4,2,USA,BRITCHER Summer,4.316 1,16.296 1,24.186 1,34.866 1,117.4,72.9,46.132 1,0.000 TR,3:08.334,0
2/11/2018,Olympic Games - Pyeongchang,F,19,4,3,USA,BRITCHER Summer,4.331 5,16.358 4,24.289 4,35.15 7,108.5,67.4,46.603 8,+0.323,3:08.334,0
2/11/2018,Olympic Games - Pyeongchang,F,19,4,4,USA,BRITCHER Summer,4.469 20,17.353 20,25.751 20,36.977 19,106.5,66.1,48.770 19,+2.322,3:08.334,0
2/10/2018,Olympic Games - Pyeongchang,F,20,14,1,POL,KULS-KUSYK Ewa,4.375 11,16.495 16,24.508 20,35.402 19,110.9,68.9,47.037 20,+0.792,2:21.182,0
2/10/2018,Olympic Games - Pyeongchang,F,20,14,2,POL,KULS-KUSYK Ewa,4.353 8,16.455 11,24.460 20,35.332 21,111.8,69.5,46.933 22,+0.801,2:21.182,0
2/11/2018,Olympic Games - Pyeongchang,F,20,14,3,POL,KULS-KUSYK Ewa,4.395 18,16.517 17,24.540 19,35.506 19,110.4,68.6,47.212 19,+0.932,2:21.182,0
2/10/2018,Olympic Games - Pyeongchang,F,21,30,1,UKR,SHKHUMOVA Olena,4.457 29,16.627 26,24.628 26,35.466 21,109.3,67.9,46.950 19,+0.705,2:21.545,0
2/10/2018,Olympic Games - Pyeongchang,F,21,30,2,UKR,SHKHUMOVA Olena,4.468 30,16.641 27,24.617 26,35.426 23,109.1,67.8,46.844 19,+0.712,2:21.545,0
2/11/2018,Olympic Games - Pyeongchang,F,21,30,3,UKR,SHKHUMOVA Olena,4.473 28,16.707 28,24.729 28,35.843 26,112,69.6,47.751 26,+1.471,2:21.545,0
2/10/2018,Olympic Games - Pyeongchang,F,22,9,1,LAT,APARJODE Kendija,4.415 21,16.503 19,24.471 18,35.361 18,111.8,69.5,48.103 27,+1.858,2:22.326,0
2/10/2018,Olympic Games - Pyeongchang,F,22,9,2,LAT,APARJODE Kendija,4.421 21,16.520 21,24.449 18,35.302 19,108.8,67.6,46.927 21,+0.795,2:22.326,0
2/11/2018,Olympic Games - Pyeongchang,F,22,9,3,LAT,APARJODE Kendija,4.416 21,16.540 19,24.481 16,35.522 20,114.5,71.2,47.296 21,+1.016,2:22.326,0
2/10/2018,Olympic Games - Pyeongchang,F,23,27,1,SVK,SIMONAKOVA Katarina,4.443 26,16.645 27,24.703 27,35.657 25,110.3,68.5,47.428 24,+1.183,2:22.572,0
2/10/2018,Olympic Games - Pyeongchang,F,23,27,2,SVK,SIMONAKOVA Katarina,4.450 26,16.626 26,24.706 28,35.752 26,111.4,69.2,47.606 25,+1.474,2:22.572,0
2/11/2018,Olympic Games - Pyeongchang,F,23,27,3,SVK,SIMONAKOVA Katarina,4.435 25,16.634 25,24.674 27,35.7 23,111,68.9,47.538 23,+1.258,2:22.572,0
2/10/2018,Olympic Games - Pyeongchang,F,24,25,1,ARG,RAVENNA Veronica Maria,4.439 24,16.608 24,24.600 24,35.539 24,109,67.7,47.175 22,+0.930,2:22.702,0
2/10/2018,Olympic Games - Pyeongchang,F,24,25,2,ARG,RAVENNA Veronica Maria,4.459 27,16.672 28,24.664 27,35.829 27,108.7,67.6,47.788 26,+1.656,2:22.702,0
2/11/2018,Olympic Games - Pyeongchang,F,24,25,3,ARG,RAVENNA Veronica Maria,4.444 27,16.653 27,24.664 25,35.836 25,109.1,67.8,47.739 24,+1.459,2:22.702,0
2/10/2018,Olympic Games - Pyeongchang,F,25,19,1,POL,WOJTUSCISZYN Natalia,4.421 22,16.492 15,24.458 17,36.201 28,111.5,69.3,49.133 29,+2.888,2:23.159,0
2/10/2018,Olympic Games - Pyeongchang,F,25,19,2,POL,WOJTUSCISZYN Natalia,4.423 23,16.542 23,24.500 22,35.294 18,112.5,69.9,46.736 17,+0.604,2:23.159,0
2/11/2018,Olympic Games - Pyeongchang,F,25,19,3,POL,WOJTUSCISZYN Natalia,4.412 20,16.607 24,24.643 24,35.534 22,112,69.6,47.290 20,+1.010,2:23.159,0
2/10/2018,Olympic Games - Pyeongchang,F,26,29,1,CZE,NOSKOVA Tereza,4.443 26,16.782 30,24.914 30,35.98 27,108.5,67.4,47.813 26,+1.568,2:23.866,0
2/10/2018,Olympic Games - Pyeongchang,F,26,29,2,CZE,NOSKOVA Tereza,4.459 27,16.677 29,24.737 29,35.967 28,110.1,68.4,48.132 27,+2.000,2:23.866,0
2/11/2018,Olympic Games - Pyeongchang,F,26,29,3,CZE,NOSKOVA Tereza,4.443 26,16.606 23,24.632 23,35.881 27,112.8,70.1,47.921 27,+1.641,2:23.866,0
2/10/2018,Olympic Games - Pyeongchang,F,27,26,1,CRO,OBRATOV Daria,4.454 28,16.758 29,24.888 29,36.253 29,112.4,69.8,48.615 28,+2.370,2:25.553,0
2/10/2018,Olympic Games - Pyeongchang,F,27,26,2,CRO,OBRATOV Daria,4.462 29,16.728 30,24.889 30,36.104 29,109.9,68.3,48.252 28,+2.120,2:25.553,0
2/11/2018,Olympic Games - Pyeongchang,F,27,26,3,CRO,OBRATOV Daria,4.473 28,16.960 29,25.205 29,36.476 29,107.3,66.6,48.686 29,+2.406,2:25.553,0
2/10/2018,Olympic Games - Pyeongchang,F,28,28,1,UKR,STETSKIV Olena,4.408 19,16.571 23,24.591 22,36.677 30,111.1,69,50.599 30,+4.354,2:26.831,0
2/10/2018,Olympic Games - Pyeongchang,F,28,28,2,UKR,STETSKIV Olena,4.421 21,16.581 25,24.579 25,35.456 25,111.5,69.2,48.303 29,+2.171,2:26.831,0
2/11/2018,Olympic Games - Pyeongchang,F,28,28,3,UKR,STETSKIV Olena,4.426 22,16.635 26,24.669 26,35.886 28,115.1,71.5,47.929 28,+1.649,2:26.831,0
2/10/2018,Olympic Games - Pyeongchang,F,29,23,1,USA,SWEENEY Emily,4.365 10,16.435 10,24.36 9,35.17 9,117,72.7,46.595 11,0.35,,0
2/10/2018,Olympic Games - Pyeongchang,F,29,23,2,USA,SWEENEY Emily,4.344 5,16.440 9,24.366 9,35.127 11,114.2,69.7,46.96 23,0.828,,0
2/11/2018,Olympic Games - Pyeongchang,F,29,23,3,USA,SWEENEY Emily,4.355 7,16.473 14,24.456 14,35.257 14,112.2,68.7,46.917 16,0.637,,0
2/11/2018,Olympic Games - Pyeongchang,F,29,23,4,USA,SWEENEY Emily,4.389 11,16.451 7,24.397 7,,110.7,,,,,0
2/8/2014,Olympic Games - Sochi,M,9,2,1,AUT,KINDL Wolfgang,4.684 18,16.826 18,32.360 10,43.005 7,139.5,86.7,52.586 5,+0.416,3:29.663,0
2/8/2014,Olympic Games - Sochi,M,9,2,2,AUT,KINDL Wolfgang,4.681 14,16.809 16,32.304 10,42.953 12,134.5,83.5,52.714 13,+0.750,3:29.663,0
2/9/2014,Olympic Games - Sochi,M,9,2,3,AUT,KINDL Wolfgang,4.681 19,16.786 17,32.126 11,42.653 9,137.9,85.7,52.145 8,+0.532,3:29.663,0
2/9/2014,Olympic Games - Sochi,M,9,2,4,AUT,KINDL Wolfgang,4.693 19,16.831 22,32.181 15,42.711 15,138,85.8,52.218 12,+0.454,3:29.663,0
2/8/2014,Olympic Games - Sochi,M,10,6,1,LAT,RUBENIS Martins,4.699 24,16.859 21,32.428 16,43.104 14,136.6,84.9,52.775 11,+0.605,3:29.697,0
2/8/2014,Olympic Games - Sochi,M,10,6,2,LAT,RUBENIS Martins,4.703 25,16.829 20,32.320 13,42.939 7,137.5,85.4,52.560 7,+0.596,3:29.697,0
2/9/2014,Olympic Games - Sochi,M,10,6,3,LAT,RUBENIS Martins,4.699 25,16.805 19,32.185 16,42.715 11,139.3,86.6,52.229 10,+0.616,3:29.697,0
2/9/2014,Olympic Games - Sochi,M,10,6,4,LAT,RUBENIS Martins,4.701 24,16.795 16,32.144 14,42.643 9,138.6,86.1,52.133 5,+0.369,3:29.697,0
2/8/2014,Olympic Games - Sochi,M,11,11,1,CAN,EDNEY Samuel,4.636 4,16.734 3,32.344 8,43.081 12,135.3,84.1,52.783 14,+0.613,3:29.777,0
2/8/2014,Olympic Games - Sochi,M,11,11,2,CAN,EDNEY Samuel,4.640 3,16.722 4,32.237 5,42.900 5,135.8,84.4,52.546 6,+0.582,3:29.777,0
2/9/2014,Olympic Games - Sochi,M,11,11,3,CAN,EDNEY Samuel,4.642 5,16.704 6,32.092 7,42.680 10,137,85.1,52.268 11,+0.655,3:29.777,0
2/9/2014,Olympic Games - Sochi,M,11,11,4,CAN,EDNEY Samuel,4.656 5,16.712 5,32.073 7,42.630 6,137.5,85.4,52.180 9,+0.416,3:29.777,0
2/8/2014,Olympic Games - Sochi,M,12,14,1,SUI,CARIGIET Gregory,4.679 16,16.823 16,32.393 13,43.093 13,135.5,84.2,52.775 11,+0.605,3:29.795,0
2/8/2014,Olympic Games - Sochi,M,12,14,2,SUI,CARIGIET Gregory,4.689 18,16.798 15,32.272  6,42.916 6,135.7,84.3,52.579 8,+0.615,3:29.795,0
2/9/2014,Olympic Games - Sochi,M,12,14,3,SUI,CARIGIET Gregory,4.678 17,16.777 15,32.179 15,42.742 14,137.8,85.6,52.274 12,+0.661,3:29.795,0
2/9/2014,Olympic Games - Sochi,M,12,14,4,SUI,CARIGIET Gregory,4.682 16,16.754 10,32.084 9,42.622 5,137.4,85.4,52.167 8,+0.403,3:29.795,0
2/8/2014,Olympic Games - Sochi,M,13,4,1,USA,MAZDZER Christopher,4.684 18,16.794 12,32.347 9,43.044 9,135.5,84.2,52.744 10,+0.574,3:29.954,0
2/8/2014,Olympic Games - Sochi,M,13,4,2,USA,MAZDZER Christopher,4.689 18,16.771 8,32.272  6,42.948 11,135.5,84.2,52.643 12,+0.679,3:29.954,0
2/9/2014,Olympic Games - Sochi,M,13,4,3,USA,MAZDZER Christopher,4.685 20,16.780 16,32.198 17,42.778 17,136.7,84.9,52.369 17,+0.756,3:29.954,0
2/9/2014,Olympic Games - Sochi,M,13,4,4,USA,MAZDZER Christopher,4.681 15,16.761 12,32.104 11,42.642 8,137.3,85.3,52.198 10,+0.434,3:29.954,0
2/8/2014,Olympic Games - Sochi,M,14,5,1,GER,MOELLER David,4.634  2,16.739 4,32.334 7,43.063 10,134.7,83.7,52.781 13,+0.611,3:30.239,0
2/8/2014,Olympic Games - Sochi,M,14,5,2,GER,MOELLER David,4.637 2,16.696 3,32.341 14,43.126 16,135.9,84.4,52.865 16,+0.901,3:30.239,0
2/9/2014,Olympic Games - Sochi,M,14,5,3,GER,MOELLER David,4.623  2,16.662 2,32.112 9,42.725 12,137.5,85.4,52.312 14,+0.699,3:30.239,0
2/9/2014,Olympic Games - Sochi,M,14,5,4,GER,MOELLER David,4.629 2,16.656 2,32.053 5,42.673 14,135.2,84,52.281 15,+0.517,3:30.239,0
2/8/2014,Olympic Games - Sochi,M,15,18,1,AUT,PFISTER Daniel,4.671 13,16.796 13,32.409 15,43.165 16,134.8,83.8,52.925 16,+0.755,3:30.276,0
2/8/2014,Olympic Games - Sochi,M,15,18,2,AUT,PFISTER Daniel,4.677 12,16.797 14,32.349 16,43.075 14,135.8,84.4,52.802 14,+0.838,3:30.276,0
2/9/2014,Olympic Games - Sochi,M,15,18,3,AUT,PFISTER Daniel,4.663 9,16.752 12,32.154 14,42.740 13,138.2,85.9,52.306 13,+0.693,3:30.276,0
2/9/2014,Olympic Games - Sochi,M,15,18,4,AUT,PFISTER Daniel,4.665  8,16.740 7,32.090 10,42.662 12,137.8,85.6,52.243 13,+0.479,3:30.276,0
2/8/2014,Olympic Games - Sochi,M,16,19,1,LAT,KIVLENIEKS Inars,4.657 7,16.788 9,32.403 14,43.142 15,134.9,83.8,52.872 15,+0.702,3:30.525,0
2/8/2014,Olympic Games - Sochi,M,16,19,2,LAT,KIVLENIEKS Inars,4.666 9,16.779 12,32.398 17,43.160 19,135.4,84.1,52.927 20,+0.963,3:30.525,0
2/9/2014,Olympic Games - Sochi,M,16,19,3,LAT,KIVLENIEKS Inars,4.661 8,16.743 11,32.149 12,42.743 15,137.6,85.5,52.347 16,+0.734,3:30.525,0
2/9/2014,Olympic Games - Sochi,M,16,19,4,LAT,KIVLENIEKS Inars,4.663 7,16.778 14,32.188 16,42.755 16,137.2,85.3,52.379 17,+0.615,3:30.525,0
2/8/2014,Olympic Games - Sochi,M,17,15,1,NOR,NOERBECH Thor Haug,4.671 13,16.834 19,32.511 19,43.280 19,134.8,83.7,53.014 18,+0.844,3:30.565,0
2/8/2014,Olympic Games - Sochi,M,17,15,2,NOR,NOERBECH Thor Haug,4.691 21,16.853 22,32.431 19,43.147 17,134.7,83.7,52.859 15,+0.895,3:30.565,0
2/9/2014,Olympic Games - Sochi,M,17,15,3,NOR,NOERBECH Thor Haug,4.668 11,16.760 13,32.149 12,42.760 16,139.1,86.4,52.345 15,+0.732,3:30.565,0
2/9/2014,Olympic Games - Sochi,M,17,15,4,NOR,NOERBECH Thor Haug,4.682 16,16.796 17,32.200 17,42.789 17,137.1,85.2,52.347 16,+0.583,3:30.565,0
2/8/2014,Olympic Games - Sochi,M,18,22,1,NOR,ROLFSEN Toennes Stang,4.740 33,16.952 31,32.588 23,43.334 20,137.7,85.5,53.043 20,+0.873,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,18,22,2,NOR,ROLFSEN Toennes Stang,4.742 33,16.932 30,32.499 25,43.222 23,137.7,85.5,52.938 22,+0.974,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,18,22,3,NOR,ROLFSEN Toennes Stang,4.743 35,16.916 30,32.343 24,42.929 22,140.1,87,52.463 19,+0.850,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,18,22,4,NOR,ROLFSEN Toennes Stang,4.739 33,16.883 28,32.280 20,42.861 18,138.9,86.3,52.466 18,+0.702,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,19,23,1,ITA,RIEDER Emanuel,4.670 11,16.815 15,32.458 18,43.224 18,134.9,83.8,52.981 17,+0.811,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,19,23,2,ITA,RIEDER Emanuel,4.684 15,16.840 21,32.485 23,43.179 20,135.9,84.4,52.875 17,+0.911,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,19,23,3,ITA,RIEDER Emanuel,4.675 14,16.816 21,32.307 22,42.946 23,136.6,84.8,52.578 22,+0.965,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,19,23,4,ITA,RIEDER Emanuel,4.678 13,16.811 20,32.295 23,42.892 19,136.9,85,52.511 19,+0.747,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,20,13,1,SVK,NINIS Jozef,4.711 29,16.900 25,32.589 25,43.38 22,136.8,85,53.143 22,+0.973,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,20,13,2,SVK,NINIS Jozef,4.709 26,16.867 23,32.495 24,43.225 24,137.6,85.5,52.932 21,+0.968,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,20,13,3,SVK,NINIS Jozef,4.705 28,16.826 22,32.263 20,42.874 19,138.9,86.3,52.492 20,+0.879,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,20,13,4,SVK,NINIS Jozef,4.703 25,16.825 21,32.298 24,42.944 23,138.8,86.2,52.564 21,+0.800,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,21,17,1,LAT,MAURINS Kristaps,4.653 6,16.804 14,32.528 20,43.335 21,133.7,83.1,53.144 23,+0.974,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,21,17,2,LAT,MAURINS Kristaps,4.645 4,16.792 13,32.404 18,43.154 18,134.2,83.4,52.923 19,+0.959,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,21,17,3,LAT,MAURINS Kristaps,4.680 18,16.845 24,32.311 23,42.906 21,136.1,84.5,52.518 21,+0.905,3:30.910,0
2/9/2014,Olympic Games - Sochi,M,21,17,4,LAT,MAURINS Kristaps,4.735 31,16.994 35,32.470 30,43.048 26,136.7,84.9,52.630 23,+0.866,3:30.910,0
2/8/2014,Olympic Games - Sochi,M,22,25,1,USA,WEST Tucker,4.720 30,16.912 28,32.588 23,43.391 23,134.8,83.8,53.142 21,+0.972,3:30.910,0
